Wavenumber (cm^-1),0M,0.6M,0.8M,1M,1.2M,1.4M,1.8M
463.8039,-0.016668051,0.003415334,0.007864407,0.000408233,0.025785308,0.015496205,0.026703429
464.286,-0.008635825,0.012698959,0.012714991,0.007388922,0.030571227,0.020312094,0.030902348
464.7681,-0.001777721,0.020708247,0.016426676,0.013687582,0.033806791,0.024106388,0.034491195
465.2503,0.003195175,0.026623129,0.018389501,0.0186265,0.035067423,0.026353447,0.03712506
465.7324,0.00568719,0.029771068,0.018027455,0.021605711,0.033894449,0.026592181,0.038419054
466.2145,0.005366403,0.029852812,0.0149999,0.022232253,0.030013083,0.024575383,0.03799699
466.6967,0.002322493,0.027131452,0.009432804,0.020467643,0.023601421,0.020457557,0.035641763
467.1788,-0.002839394,0.022471633,0.002050585,0.016720383,0.015465286,0.014909082,0.031487806
467.6609,-0.009036694,0.017178099,-0.005851628,0.011829869,0.007013403,0.009086071,0.026174507
468.143,-0.014907002,0.012665041,-0.012654339,0.006911123,-1.19E-05,0.004405721,0.020836432
468.6251,-0.019105093,0.010080685,-0.016779833,0.003110897,-0.003960714,0.002197028,0.016886967
469.1073,-0.02060654,0.010033372,-0.017077697,0.001344508,-0.003712735,0.003342223,0.015641594
469.5894,-0.018914348,0.012517814,-0.013079789,0.002126737,0.001036787,0.008044899,0.01793765
470.0715,-0.014119672,0.017041021,-0.005084895,0.005519962,0.009712208,0.015792783,0.023885075
470.5536,-0.006831975,0.022864985,0.005936466,0.011194441,0.021021247,0.02551714,0.032832914
471.0358,0.001972299,0.029240402,0.018555388,0.018538986,0.033284007,0.035882609,0.043541318
471.5179,0.01112995,0.035531602,0.03116444,0.02677846,0.044826032,0.045613746,0.054503046
472,0.019459598,0.041224644,0.042248251,0.035059875,0.054312233,0.053743428,0.064300033
472.4821,0.025914773,0.045861766,0.050614507,0.042532622,0.06093603,0.059736222,0.071891843
472.9643,0.029699574,0.048986171,0.055529659,0.048408894,0.064410209,0.063453797,0.076729529
473.4464,0.030352923,0.050153424,0.056764819,0.052051626,0.064837107,0.065025189,0.078698752
473.9285,0.027791422,0.049017252,0.054559576,0.053059419,0.062533948,0.064683115,0.077945941
474.4106,0.022295352,0.045445521,0.049523961,0.05134488,0.057904907,0.062624843,0.074698875
474.8928,0.014438092,0.039608034,0.04249673,0.047158851,0.051381756,0.058937343,0.069155675
475.3749,0.004957271,0.031966127,0.034380517,0.041034746,0.043428274,0.05358871,0.061482613
475.857,-0.005385094,0.023159731,0.025978761,0.033656893,0.034557547,0.046496813,0.051896882
476.3391,-0.015914441,0.013839293,0.01787589,0.025698048,0.025338559,0.037649055,0.040772992
476.8213,-0.026074356,0.004532081,0.010395996,0.01769945,0.016375725,0.027245772,0.028713828
477.3034,-0.035381331,-0.004391227,0.003654943,0.010037504,0.008271212,0.015814748,0.016541798
477.7855,-0.043338121,-0.012642176,-0.002322105,0.002985046,0.001577762,0.004243077,0.005214742
478.2676,-0.049380667,-0.019884838,-0.007460877,-0.003184065,-0.003244292,-0.006300026,-0.00430618
478.7498,-0.052926167,-0.02566296,-0.011557323,-0.008131126,-0.005888505,-0.014569581,-0.011220297
479.2319,-0.053528687,-0.029439384,-0.014285155,-0.011472495,-0.006263646,-0.019532801,-0.01503049
479.714,-0.051079782,-0.030761093,-0.015301864,-0.012893665,-0.004542631,-0.020654465,-0.0156414
480.1961,-0.045942816,-0.029458388,-0.014389665,-0.012288008,-0.00116532,-0.018070236,-0.013360495
480.6783,-0.038925688,-0.025769412,-0.011562078,-0.00983346,0.003224747,-0.012567141,-0.008806314
481.1604,-0.031084571,-0.020322882,-0.007089159,-0.005964532,0.007894823,-0.005379321,-0.002755185
481.6425,-0.023440741,-0.013986266,-0.001456971,-0.001255086,0.012143285,0.002126353,0.004000257
482.1246,-0.016728353,-0.007656579,0.004705737,0.00372569,0.015408328,0.008764639,0.010738984
482.6068,-0.011273364,-0.002067901,0.010687609,0.008510236,0.017331539,0.013752098,0.016839922
483.0889,-0.007037329,0.002327229,0.015756152,0.012770721,0.017792521,0.016790515,0.02179023
483.571,-0.003791602,0.005374196,0.019226254,0.016278606,0.01689611,0.01800532,0.025192491
484.0531,-0.001335583,0.007144449,0.02055382,0.018839263,0.014916507,0.017782994,0.026795477
484.5352,0.000340116,0.007816577,0.019437024,0.020229354,0.012210473,0.016574976,0.026522169
485.0174,0.001015906,0.007576404,0.015903772,0.020204097,0.009123343,0.014750521,0.024482988
485.4995,0.000342475,0.006573465,0.010336854,0.01856446,0.00592515,0.012529352,0.020953456
485.9816,-0.001966395,0.004943672,0.003430038,0.015283648,0.002794887,0.010006591,0.016336596
486.4637,-0.005938564,0.002865994,-0.003926174,0.010614424,-0.000147787,0.007230058,0.01111134
486.9459,-0.01122817,0.000604501,-0.010793712,0.00513733,-0.002777559,0.004289288,0.005797673
487.428,-0.017146105,-0.001494607,-0.016352441,-0.000313709,-0.004912063,0.001366783,0.000919236
487.9101,-0.02280984,-0.003058914,-0.020023549,-0.004815002,-0.006285359,-0.001254005,-0.003025755
488.3922,-0.027359166,-0.003774474,-0.021539846,-0.007576245,-0.006585597,-0.003236815,-0.005603844
488.8744,-0.03013738,-0.003443992,-0.020925216,-0.008119193,-0.005531744,-0.004261339,-0.006487796
489.3565,-0.030783484,-0.001996504,-0.018404568,-0.006367079,-0.00296578,-0.004087504,-0.005495967
489.8386,-0.029223711,0.000551972,-0.014289666,-0.002613032,0.001077478,-0.002595353,-0.002622292
490.3207,-0.025609182,0.004150712,-0.008899614,0.002592549,0.006353875,0.000205789,0.001948894
490.8029,-0.020252266,0.008733789,-0.002547636,0.008594457,0.012449196,0.004186048,0.007848681
491.285,-0.013589599,0.014189135,0.004409545,0.014769739,0.018860886,0.009111042,0.014558571
491.7671,-0.006175571,0.020292759,0.011510322,0.020617269,0.025094788,0.014664833,0.021473607
492.2492,0.001324299,0.026642537,0.018163224,0.025780726,0.030732861,0.020467072,0.027985962
492.7314,0.008174265,0.032649665,0.023705602,0.030033203,0.035458244,0.026095701,0.033569464
493.2135,0.01365507,0.037607335,0.027529809,0.033232926,0.039035599,0.031104736,0.037842204
493.6956,0.017181124,0.040829342,0.029237477,0.0352926,0.041275648,0.035046627,0.040592344
494.1777,0.018413979,0.041819953,0.02875172,0.036156783,0.042020135,0.037497754,0.041767444
494.6599,0.017337407,0.04041746,0.026352895,0.035811599,0.041173104,0.038112917,0.041451382
495.142,0.014251716,0.036850582,0.02260301,0.034292832,0.038765145,0.036684244,0.039823261
495.6241,0.009708437,0.031689075,0.018212072,0.03170497,0.035028323,0.03322603,0.03713381
496.1062,0.004395146,0.025707141,0.013879537,0.028234456,0.03042311,0.028032662,0.033683168
496.5883,-0.000982782,0.019705678,0.010169747,0.024155276,0.025588841,0.021690655,0.02980517
497.0705,-0.005797316,0.014361469,0.007446798,0.01982121,0.021213019,0.015010327,0.025855213
497.5526,-0.00956026,0.010132634,0.005872522,0.015642347,0.017859764,0.008880298,0.022189062
498.0347,-0.011950366,0.007240868,0.005449293,0.012035516,0.015821332,0.004082342,0.019137209
498.5168,-0.012829202,0.005708317,0.006078849,0.009357529,0.015049839,0.001115883,0.016972277
498.999,-0.012238157,0.005422083,0.007601814,0.007835513,0.015206087,9.71E-05,0.015874145
499.4811,-0.010387735,0.006193448,0.009819217,0.007522712,0.015811279,0.000763707,0.015903814
499.9632,-0.007627183,0.007788483,0.012479552,0.008284419,0.016431071,0.002582268,0.016985971
500.4454,-0.004395157,0.009929947,0.015268688,0.009837252,0.016817673,0.004921835,0.018907023
500.9275,-0.00115263,0.012288588,0.017816854,0.011813072,0.01694788,0.007228855,0.021331275
501.4096,0.001689158,0.014486308,0.01973467,0.01384375,0.016956933,0.009143914,0.023836528
501.8917,0.003826266,0.016129584,0.020671382,0.015625198,0.017006118,0.010524891,0.025967068
502.3738,0.005095819,0.016874412,0.020391036,0.016959506,0.017162378,0.011389315,0.027313284
502.856,0.005464213,0.016505098,0.018824782,0.017754449,0.017334068,0.011800298,0.027591475
503.3381,0.00498832,0.014995327,0.016092377,0.01799125,0.017293266,0.011767938,0.026705384
503.8202,0.003763361,0.012526191,0.012478291,0.017681807,0.016775782,0.011209128,0.024767207
504.3024,0.001884782,0.009446179,0.008375027,0.016832077,0.015602389,0.009983208,0.022061409
504.7845,-0.000554528,0.006197133,0.004219566,0.015438569,0.013775067,0.007995843,0.018972986
505.2666,-0.003433831,0.003224411,0.000435983,0.013517226,0.011501529,0.00531235,0.015902993
505.7487,-0.006554911,0.000910322,-0.002601899,0.011154853,0.009146334,0.002235045,0.013201012
506.2308,-0.009611235,-0.000470846,-0.004594296,0.008551758,0.007132194,-0.000707651,0.011127552
506.713,-0.012196415,-0.000761993,-0.005332529,0.006036411,0.005835253,-0.002865467,0.00985159
507.1951,-0.013861431,8.68E-05,-0.004705086,0.004033639,0.005513514,-0.003624565,0.009466645
507.6772,-0.014209384,0.002037605,-0.002705345,0.002987232,0.006279511,-0.002574546,0.010009182
508.1594,-0.012988968,0.004986475,0.000578703,0.003268681,0.008119443,0.000385126,0.011471853
508.6415,-0.010161312,0.008774898,0.004974527,0.005091472,0.010922626,0.005016385,0.013795954
509.1236,-0.00591608,0.013195625,0.010245739,0.008461298,0.014511504,0.010807156,0.016859787
509.6057,-0.000639089,0.017998836,0.016107823,0.013164265,0.018653054,0.017096566,0.020472456
510.0878,0.005156904,0.022904995,0.022243464,0.018796195,0.023070646,0.023226154,0.024390127
510.57,0.010918283,0.027629134,0.028315619,0.024822632,0.02746188,0.028669901,0.028352583
511.0521,0.016133753,0.031912097,0.03398504,0.030661166,0.031544579,0.033115199,0.032136943
511.5342,0.020402022,0.035545076,0.038934909,0.035772042,0.035110553,0.036474964,0.035599888
512.0164,0.023468802,0.038380106,0.042902499,0.039742391,0.038068435,0.038839405,0.038693311
512.4985,0.025237953,0.040321535,0.045712712,0.042346483,0.040449581,0.040394017,0.041442028
512.9806,0.025752923,0.041304298,0.047307074,0.043566763,0.042363577,0.041329314,0.04389574
513.4627,0.025162759,0.041280392,0.047752062,0.04357133,0.0439204,0.041780443,0.046077232
513.9448,0.023679399,0.040225334,0.047231547,0.042656973,0.045161159,0.041804979,0.047955007
514.4269,0.021538048,0.038173293,0.046012525,0.041174186,0.046026025,0.041407989,0.049455588
514.9091,0.018968271,0.035266065,0.044406984,0.039461413,0.046393693,0.04060003,0.050515854
515.3912,0.016180684,0.031797251,0.042726572,0.037802307,0.046173192,0.039466355,0.05115051
515.8734,0.013368121,0.02821776,0.041250761,0.036413359,0.045409699,0.038214236,0.051504593
516.3555,0.010712121,0.025085079,0.040199897,0.035448853,0.044345761,0.03717509,0.051860165
516.8376,0.008383471,0.0229599,0.03971847,0.035013926,0.043397101,0.036746212,0.052582813
517.3197,0.00653202,0.022271574,0.039861428,0.035167705,0.043035575,0.037288967,0.05402506
517.8018,0.005263342,0.023192824,0.040587997,0.035912928,0.04362506,0.039014791,0.056414366
518.2839,0.004613107,0.025576132,0.041767315,0.037183876,0.045278559,0.041904474,0.059770656
518.7661,0.004534173,0.028975205,0.043206744,0.038842659,0.047803641,0.045699905,0.063882907
519.2482,0.004907206,0.032759724,0.044690773,0.040698287,0.050762375,0.049974867,0.068356868
519.7303,0.005569266,0.036277941,0.046029512,0.04254416,0.05362185,0.054256957,0.072707979
520.2125,0.006351955,0.039016473,0.047092187,0.044199154,0.055929044,0.058153462,0.076473595
520.6946,0.007112384,0.040702939,0.047828702,0.045542286,0.057443235,0.061432669,0.079309996
521.1767,0.007745644,0.041322992,0.048256486,0.04651753,0.05817432,0.064032418,0.081048946
521.6588,0.008175641,0.041059756,0.04843604,0.047116036,0.058327373,0.066004293,0.081715701
522.141,0.008335038,0.040186958,0.048428185,0.047337945,0.058178236,0.067423002,0.081498782
522.6231,0.008146473,0.038959178,0.048261248,0.047162301,0.057948569,0.068306508,0.080689266
523.1052,0.007520855,0.037539217,0.047913193,0.046537566,0.057724677,0.068587358,0.079603958
523.5873,0.006380484,0.035981779,0.047319035,0.045408534,0.057451124,0.068148753,0.078511655
524.0695,0.004701145,0.034265246,0.046401423,0.043764449,0.056988703,0.066904919,0.077582796
524.5516,0.00255738,0.032356825,0.045112233,0.041694963,0.056207769,0.06489541,0.076872739
525.0337,0.000145921,0.03027119,0.043466567,0.039409423,0.055065336,0.062333234,0.076340977
525.5158,-0.002230431,0.028107829,0.041561109,0.03721151,0.053644632,0.059593354,0.075902397
525.9979,-0.004224084,0.026046312,0.03955701,0.035418887,0.052128272,0.057124974,0.075484523
526.4801,-0.00553298,0.024308399,0.037645641,0.034265576,0.05073804,0.055333363,0.075079317
526.9622,-0.005987183,0.023105702,0.035998703,0.033820833,0.049661404,0.0544746,0.074761266
527.4443,-0.005601059,0.022588011,0.034730103,0.033968121,0.049001324,0.054600538,0.074663398
527.9265,-0.004569315,0.02281511,0.03387875,0.034452772,0.048763432,0.055573662,0.07492222
528.4086,-0.003213284,0.023748055,0.03341746,0.03498233,0.048875941,0.057129381,0.075613254
528.8907,-0.001890777,0.025261934,0.033278917,0.035336339,0.049228384,0.058960634,0.076709989
529.3728,-0.000901269,0.02716918,0.03339073,0.035446276,0.049709445,0.060789951,0.078079003
529.855,-0.000416961,0.029248945,0.033702262,0.035407797,0.050234142,0.062411422,0.079519206
530.3371,-0.00045463,0.031278521,0.03420152,0.03542966,0.050759002,0.063702448,0.080830613
530.8192,-0.000898057,0.033064001,0.034909665,0.035737075,0.051283473,0.064610113,0.081882137
531.3013,-0.001557497,0.034462621,0.035864111,0.036478328,0.051843442,0.065136563,0.082653117
531.7834,-0.002241444,0.035391409,0.037084229,0.037663673,0.052490691,0.065323185,0.083224467
532.2656,-0.002818044,0.035818513,0.038542064,0.039163481,0.05326704,0.065242508,0.083725897
532.7477,-0.003242091,0.035747162,0.040137693,0.040755692,0.054173259,0.06498997,0.084262095
533.2299,-0.003548332,0.035194509,0.04170087,0.042203604,0.055147805,0.064672876,0.084857818
533.7119,-0.003818021,0.034184206,0.043011218,0.043323639,0.056061783,0.064388332,0.085441232
534.1941,-0.004132697,0.032754174,0.043847546,0.044024889,0.056746433,0.064206224,0.085877864
534.6762,-0.004537676,0.030977012,0.044041702,0.044308311,0.057042346,0.06415826,0.086036666
535.1583,-0.005025234,0.028979559,0.043529658,0.044237874,0.056860859,0.064241494,0.085855305
535.6404,-0.005539649,0.026948297,0.042376169,0.043905469,0.056232058,0.064437477,0.085380558
536.1226,-0.006001815,0.025111142,0.040766687,0.043408148,0.05531772,0.06473467,0.084762465
536.6047,-0.006341675,0.023693043,0.038961055,0.0428412,0.054371966,0.065142008,0.084207044
537.0868,-0.006521997,0.022861271,0.03722971,0.042300812,0.053667951,0.06568644,0.083909586
537.569,-0.006550378,0.022678614,0.035785771,0.041880799,0.053407068,0.066389897,0.083993696
538.0511,-0.006471537,0.023086612,0.03474397,0.04165752,0.053655836,0.06723991,0.084481813
538.5332,-0.006348656,0.023922959,0.034109165,0.041658166,0.054324675,0.068165697,0.085298443
