Wavenumber,Absorbance (I),Background (I0),T,A
1.30E+03,7.90E+00,1.06E+01,7.43E-01,0.129155715
1.30E+03,7.90E+00,1.06E+01,7.43E-01,0.129120923
1.30E+03,7.91E+00,1.06E+01,7.43E-01,0.129065925
1.30E+03,7.91E+00,1.06E+01,7.43E-01,0.129010958
1.30E+03,7.91E+00,1.06E+01,7.43E-01,0.128977683
1.30E+03,7.91E+00,1.06E+01,7.43E-01,0.128978492
1.30E+03,7.91E+00,1.06E+01,7.43E-01,0.129011144
1.30E+03,7.91E+00,1.06E+01,7.43E-01,0.129062111
1.31E+03,7.91E+00,1.06E+01,7.43E-01,0.129115379
1.31E+03,7.91E+00,1.07E+01,7.43E-01,0.12916037
1.31E+03,7.91E+00,1.07E+01,7.43E-01,0.129196289
1.31E+03,7.92E+00,1.07E+01,7.43E-01,0.129229254
1.31E+03,7.92E+00,1.07E+01,7.43E-01,0.129264824
1.31E+03,7.92E+00,1.07E+01,7.43E-01,0.129300491
1.31E+03,7.92E+00,1.07E+01,7.42E-01,0.129326568
1.31E+03,7.93E+00,1.07E+01,7.42E-01,0.129331866
1.31E+03,7.93E+00,1.07E+01,7.42E-01,0.129312653
1.31E+03,7.93E+00,1.07E+01,7.43E-01,0.129281474
1.31E+03,7.93E+00,1.07E+01,7.43E-01,0.12926538
1.31E+03,7.93E+00,1.07E+01,7.43E-01,0.129294061
1.31E+03,7.93E+00,1.07E+01,7.42E-01,0.129386485
1.31E+03,7.93E+00,1.07E+01,7.42E-01,0.12953797
1.31E+03,7.93E+00,1.07E+01,7.42E-01,0.129719005
1.31E+03,7.92E+00,1.07E+01,7.42E-01,0.129885434
1.31E+03,7.92E+00,1.07E+01,7.41E-01,0.129997377
1.31E+03,7.92E+00,1.07E+01,7.41E-01,0.130035721
1.31E+03,7.92E+00,1.07E+01,7.41E-01,0.130011727
1.31E+03,7.93E+00,1.07E+01,7.41E-01,0.12996118
1.31E+03,7.93E+00,1.07E+01,7.41E-01,0.1299293
1.32E+03,7.93E+00,1.07E+01,7.41E-01,0.129950704
1.32E+03,7.93E+00,1.07E+01,7.41E-01,0.130039179
1.32E+03,7.93E+00,1.07E+01,7.41E-01,0.130183543
1.32E+03,7.93E+00,1.07E+01,7.41E-01,0.130355523
1.32E+03,7.92E+00,1.07E+01,7.40E-01,0.13052296
1.32E+03,7.92E+00,1.07E+01,7.40E-01,0.130659028
1.32E+03,7.92E+00,1.07E+01,7.40E-01,0.130744539
1.32E+03,7.92E+00,1.07E+01,7.40E-01,0.130767908
1.32E+03,7.93E+00,1.07E+01,7.40E-01,0.130718151
1.32E+03,7.93E+00,1.07E+01,7.40E-01,0.130586383
1.32E+03,7.94E+00,1.07E+01,7.41E-01,0.130370543
1.32E+03,7.95E+00,1.07E+01,7.41E-01,0.130080935
1.32E+03,7.96E+00,1.07E+01,7.42E-01,0.129746687
1.32E+03,7.97E+00,1.07E+01,7.42E-01,0.129411403
1.32E+03,7.98E+00,1.07E+01,7.43E-01,0.129122393
1.32E+03,7.99E+00,1.07E+01,7.43E-01,0.128915465
1.32E+03,7.99E+00,1.07E+01,7.43E-01,0.128802502
1.32E+03,7.99E+00,1.08E+01,7.43E-01,0.12876969
1.32E+03,7.99E+00,1.08E+01,7.43E-01,0.12878594
1.32E+03,7.99E+00,1.08E+01,7.43E-01,0.128817835
1.32E+03,7.99E+00,1.08E+01,7.43E-01,0.128844921
1.33E+03,7.99E+00,1.08E+01,7.43E-01,0.128864518
1.33E+03,7.99E+00,1.08E+01,7.43E-01,0.128887395
1.33E+03,7.99E+00,1.08E+01,7.43E-01,0.128925438
1.33E+03,7.99E+00,1.08E+01,7.43E-01,0.12897928
1.33E+03,7.99E+00,1.08E+01,7.43E-01,0.129036397
1.33E+03,7.99E+00,1.08E+01,7.43E-01,0.129074912
1.33E+03,7.99E+00,1.07E+01,7.43E-01,0.129076664
1.33E+03,7.98E+00,1.07E+01,7.43E-01,0.12903986
1.33E+03,7.98E+00,1.07E+01,7.43E-01,0.128981217
1.33E+03,7.98E+00,1.07E+01,7.43E-01,0.128928361
1.33E+03,7.98E+00,1.07E+01,7.43E-01,0.128906183
1.33E+03,7.98E+00,1.07E+01,7.43E-01,0.12892357
1.33E+03,7.97E+00,1.07E+01,7.43E-01,0.128970895
1.33E+03,7.97E+00,1.07E+01,7.43E-01,0.129026175
1.33E+03,7.97E+00,1.07E+01,7.43E-01,0.12907333
1.33E+03,7.97E+00,1.07E+01,7.43E-01,0.129112419
1.33E+03,7.97E+00,1.07E+01,7.43E-01,0.129167446
1.33E+03,7.97E+00,1.07E+01,7.43E-01,0.129276524
1.33E+03,7.96E+00,1.07E+01,7.42E-01,0.129477443
1.33E+03,7.95E+00,1.07E+01,7.42E-01,0.129791785
1.34E+03,7.94E+00,1.07E+01,7.41E-01,0.13021814
1.34E+03,7.93E+00,1.07E+01,7.40E-01,0.130737409
1.34E+03,7.91E+00,1.07E+01,7.39E-01,0.131326556
1.34E+03,7.89E+00,1.07E+01,7.38E-01,0.131966053
1.34E+03,7.87E+00,1.07E+01,7.37E-01,0.132645441
1.34E+03,7.85E+00,1.07E+01,7.36E-01,0.13334814
1.34E+03,7.83E+00,1.07E+01,7.34E-01,0.134039882
1.34E+03,7.81E+00,1.07E+01,7.33E-01,0.134654085
1.34E+03,7.80E+00,1.06E+01,7.33E-01,0.135097921
1.34E+03,7.79E+00,1.06E+01,7.32E-01,0.135274377
1.34E+03,7.80E+00,1.06E+01,7.33E-01,0.13511667
1.34E+03,7.81E+00,1.06E+01,7.33E-01,0.134618052
1.34E+03,7.83E+00,1.07E+01,7.35E-01,0.133842914
1.34E+03,7.85E+00,1.07E+01,7.36E-01,0.132911393
1.34E+03,7.87E+00,1.07E+01,7.38E-01,0.131965132
1.34E+03,7.89E+00,1.07E+01,7.39E-01,0.131125634
1.34E+03,7.91E+00,1.07E+01,7.41E-01,0.130463796
1.34E+03,7.92E+00,1.07E+01,7.41E-01,0.129994658
1.34E+03,7.93E+00,1.07E+01,7.42E-01,0.129688124
1.34E+03,7.93E+00,1.07E+01,7.42E-01,0.129497269
1.34E+03,7.93E+00,1.07E+01,7.42E-01,0.129380109
1.35E+03,7.93E+00,1.07E+01,7.42E-01,0.129315145
1.35E+03,7.92E+00,1.07E+01,7.43E-01,0.12929763
1.35E+03,7.92E+00,1.07E+01,7.42E-01,0.12932901
1.35E+03,7.91E+00,1.07E+01,7.42E-01,0.129404545
1.35E+03,7.91E+00,1.07E+01,7.42E-01,0.129508377
1.35E+03,7.90E+00,1.07E+01,7.42E-01,0.12961772
1.35E+03,7.90E+00,1.06E+01,7.42E-01,0.129712515
1.35E+03,7.89E+00,1.06E+01,7.42E-01,0.129784003
1.35E+03,7.89E+00,1.06E+01,7.42E-01,0.129836117
1.35E+03,7.88E+00,1.06E+01,7.42E-01,0.129879428
1.35E+03,7.88E+00,1.06E+01,7.41E-01,0.129920891
1.35E+03,7.88E+00,1.06E+01,7.41E-01,0.129960685
1.35E+03,7.87E+00,1.06E+01,7.41E-01,0.1299919
1.35E+03,7.87E+00,1.06E+01,7.41E-01,0.130010909
1.35E+03,7.86E+00,1.06E+01,7.41E-01,0.130023079
1.35E+03,7.86E+00,1.06E+01,7.41E-01,0.130044253
1.35E+03,7.85E+00,1.06E+01,7.41E-01,0.130095478
1.35E+03,7.84E+00,1.06E+01,7.41E-01,0.130186017
1.35E+03,7.83E+00,1.06E+01,7.41E-01,0.130306116
1.35E+03,7.82E+00,1.06E+01,7.41E-01,0.130422612
1.35E+03,7.82E+00,1.06E+01,7.40E-01,0.130492686
1.36E+03,7.81E+00,1.05E+01,7.40E-01,0.13048115
1.36E+03,7.81E+00,1.05E+01,7.41E-01,0.130383548
1.36E+03,7.80E+00,1.05E+01,7.41E-01,0.130230197
1.36E+03,7.80E+00,1.05E+01,7.41E-01,0.130082398
1.36E+03,7.80E+00,1.05E+01,7.41E-01,0.130015102
1.36E+03,7.79E+00,1.05E+01,7.41E-01,0.130093338
1.36E+03,7.77E+00,1.05E+01,7.41E-01,0.130363588
1.36E+03,7.75E+00,1.05E+01,7.40E-01,0.130847592
1.36E+03,7.72E+00,1.05E+01,7.39E-01,0.131549399
1.36E+03,7.69E+00,1.04E+01,7.37E-01,0.132459295
1.36E+03,7.65E+00,1.04E+01,7.35E-01,0.133549746
1.36E+03,7.61E+00,1.04E+01,7.33E-01,0.134763393
1.36E+03,7.57E+00,1.04E+01,7.31E-01,0.1359981
1.36E+03,7.53E+00,1.03E+01,7.29E-01,0.137104061
1.36E+03,7.50E+00,1.03E+01,7.28E-01,0.137901864
1.36E+03,7.49E+00,1.03E+01,7.27E-01,0.138226771
1.36E+03,7.49E+00,1.03E+01,7.28E-01,0.137980629
1.36E+03,7.51E+00,1.03E+01,7.29E-01,0.137177581
1.36E+03,7.54E+00,1.03E+01,7.31E-01,0.135952017
1.36E+03,7.58E+00,1.03E+01,7.34E-01,0.134528623
1.36E+03,7.61E+00,1.03E+01,7.36E-01,0.13315824
1.37E+03,7.64E+00,1.04E+01,7.38E-01,0.132050913
1.37E+03,7.66E+00,1.04E+01,7.39E-01,0.131324773
1.37E+03,7.67E+00,1.04E+01,7.40E-01,0.130990455
1.37E+03,7.67E+00,1.04E+01,7.40E-01,0.130966918
1.37E+03,7.67E+00,1.04E+01,7.39E-01,0.131122385
1.37E+03,7.67E+00,1.04E+01,7.39E-01,0.131321041
1.37E+03,7.66E+00,1.04E+01,7.39E-01,0.131461816
1.37E+03,7.67E+00,1.04E+01,7.39E-01,0.131500643
1.37E+03,7.67E+00,1.04E+01,7.39E-01,0.131452809
1.37E+03,7.68E+00,1.04E+01,7.39E-01,0.131381153
1.37E+03,7.68E+00,1.04E+01,7.39E-01,0.131378748
1.37E+03,7.68E+00,1.04E+01,7.39E-01,0.131547573
1.37E+03,7.67E+00,1.04E+01,7.38E-01,0.131975044
1.37E+03,7.65E+00,1.04E+01,7.37E-01,0.132704721
1.37E+03,7.62E+00,1.04E+01,7.35E-01,0.133712182
1.37E+03,7.59E+00,1.04E+01,7.33E-01,0.134888368
1.37E+03,7.56E+00,1.03E+01,7.31E-01,0.13604751
1.37E+03,7.54E+00,1.03E+01,7.30E-01,0.136962798
1.37E+03,7.52E+00,1.03E+01,7.29E-01,0.137430067
1.37E+03,7.53E+00,1.03E+01,7.29E-01,0.137334982
1.38E+03,7.54E+00,1.03E+01,7.30E-01,0.136697
1.38E+03,7.57E+00,1.03E+01,7.32E-01,0.135669706
1.38E+03,7.60E+00,1.04E+01,7.34E-01,0.134486173
1.38E+03,7.63E+00,1.04E+01,7.36E-01,0.133380706
1.38E+03,7.66E+00,1.04E+01,7.37E-01,0.13251661
1.38E+03,7.67E+00,1.04E+01,7.38E-01,0.131944704
1.38E+03,7.68E+00,1.04E+01,7.39E-01,0.131612562
1.38E+03,7.68E+00,1.04E+01,7.39E-01,0.131410955
1.38E+03,7.68E+00,1.04E+01,7.39E-01,0.131235267
1.38E+03,7.68E+00,1.04E+01,7.40E-01,0.131030526
1.38E+03,7.68E+00,1.04E+01,7.40E-01,0.130804388
1.38E+03,7.67E+00,1.04E+01,7.40E-01,0.13060235
1.38E+03,7.66E+00,1.03E+01,7.41E-01,0.13046409
1.38E+03,7.65E+00,1.03E+01,7.41E-01,0.130395844
1.38E+03,7.63E+00,1.03E+01,7.41E-01,0.13036577
1.38E+03,7.62E+00,1.03E+01,7.41E-01,0.130335925
1.38E+03,7.60E+00,1.03E+01,7.41E-01,0.130311131
1.38E+03,7.59E+00,1.02E+01,7.41E-01,0.13036551
1.38E+03,7.57E+00,1.02E+01,7.40E-01,0.130640566
1.38E+03,7.55E+00,1.02E+01,7.39E-01,0.131291033
1.38E+03,7.52E+00,1.02E+01,7.37E-01,0.132412945
1.39E+03,7.49E+00,1.02E+01,7.35E-01,0.133978635
1.39E+03,7.45E+00,1.02E+01,7.31E-01,0.135810894
1.39E+03,7.41E+00,1.02E+01,7.28E-01,0.137610979
1.39E+03,7.39E+00,1.02E+01,7.26E-01,0.139039135
1.39E+03,7.39E+00,1.02E+01,7.25E-01,0.139814728
1.39E+03,7.41E+00,1.02E+01,7.25E-01,0.139798519
1.39E+03,7.44E+00,1.02E+01,7.26E-01,0.139027931
1.39E+03,7.49E+00,1.03E+01,7.28E-01,0.137688383
1.39E+03,7.55E+00,1.03E+01,7.31E-01,0.136051363
1.39E+03,7.61E+00,1.04E+01,7.34E-01,0.134406106
1.39E+03,7.66E+00,1.04E+01,7.36E-01,0.133015969
1.39E+03,7.69E+00,1.04E+01,7.38E-01,0.132094116
1.39E+03,7.70E+00,1.04E+01,7.38E-01,0.131802174
1.39E+03,7.69E+00,1.04E+01,7.37E-01,0.132239118
1.39E+03,7.66E+00,1.04E+01,7.35E-01,0.13342208
1.39E+03,7.61E+00,1.04E+01,7.32E-01,0.135259659
1.39E+03,7.55E+00,1.04E+01,7.29E-01,0.137532484
1.39E+03,7.48E+00,1.03E+01,7.25E-01,0.139906515
1.39E+03,7.42E+00,1.03E+01,7.21E-01,0.141993893
1.39E+03,7.38E+00,1.03E+01,7.19E-01,0.143454085
1.39E+03,7.37E+00,1.03E+01,7.18E-01,0.144101152
1.40E+03,7.37E+00,1.03E+01,7.18E-01,0.143970272
1.40E+03,7.39E+00,1.03E+01,7.19E-01,0.143302224
1.40E+03,7.42E+00,1.03E+01,7.20E-01,0.142448909
1.40E+03,7.44E+00,1.03E+01,7.22E-01,0.141739258
1.40E+03,7.45E+00,1.03E+01,7.22E-01,0.141363078
1.40E+03,7.45E+00,1.03E+01,7.22E-01,0.141312055
1.40E+03,7.45E+00,1.03E+01,7.22E-01,0.141396578
1.40E+03,7.45E+00,1.03E+01,7.22E-01,0.141331783
1.40E+03,7.46E+00,1.03E+01,7.23E-01,0.1408565
1.40E+03,7.49E+00,1.03E+01,7.25E-01,0.139847289
1.40E+03,7.52E+00,1.03E+01,7.27E-01,0.138371371
1.40E+03,7.57E+00,1.04E+01,7.30E-01,0.136667532
1.40E+03,7.62E+00,1.04E+01,7.33E-01,0.135061133
1.40E+03,7.65E+00,1.04E+01,7.35E-01,0.133855833
1.40E+03,7.67E+00,1.04E+01,7.36E-01,0.133248689
1.40E+03,7.67E+00,1.04E+01,7.36E-01,0.133280137
1.40E+03,7.65E+00,1.04E+01,7.35E-01,0.133836946
1.40E+03,7.63E+00,1.04E+01,7.33E-01,0.134691419
1.40E+03,7.60E+00,1.04E+01,7.32E-01,0.135568231
1.40E+03,7.58E+00,1.04E+01,7.31E-01,0.136210762
1.40E+03,7.58E+00,1.04E+01,7.30E-01,0.136444556
1.41E+03,7.58E+00,1.04E+01,7.31E-01,0.136208698
1.41E+03,7.60E+00,1.04E+01,7.32E-01,0.135558213
1.41E+03,7.62E+00,1.04E+01,7.33E-01,0.134637109
1.41E+03,7.65E+00,1.04E+01,7.35E-01,0.133630886
1.41E+03,7.68E+00,1.04E+01,7.37E-01,0.132720377
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.132037867
1.41E+03,7.70E+00,1.04E+01,7.39E-01,0.13164382
1.41E+03,7.71E+00,1.04E+01,7.39E-01,0.131524126
1.41E+03,7.70E+00,1.04E+01,7.39E-01,0.131606058
1.41E+03,7.70E+00,1.04E+01,7.38E-01,0.131786111
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.131967308
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.132083992
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.132114998
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.132078607
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.132014302
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.131965971
1.41E+03,7.69E+00,1.04E+01,7.38E-01,0.131973883
1.41E+03,7.68E+00,1.04E+01,7.38E-01,0.132079842
1.41E+03,7.68E+00,1.04E+01,7.37E-01,0.13234722
1.41E+03,7.66E+00,1.04E+01,7.36E-01,0.13287822
1.42E+03,7.63E+00,1.04E+01,7.35E-01,0.133817943
1.42E+03,7.59E+00,1.04E+01,7.32E-01,0.135332072
1.42E+03,7.53E+00,1.03E+01,7.29E-01,0.137558062
1.42E+03,7.44E+00,1.03E+01,7.24E-01,0.140540679
1.42E+03,7.34E+00,1.02E+01,7.18E-01,0.144161095
1.42E+03,7.22E+00,1.02E+01,7.11E-01,0.148096353
1.42E+03,7.12E+00,1.01E+01,7.05E-01,0.151824571
1.42E+03,7.04E+00,1.00E+01,7.00E-01,0.154712043
1.42E+03,6.99E+00,1.00E+01,6.98E-01,0.156172983
1.42E+03,7.00E+00,1.00E+01,6.98E-01,0.15586431
1.42E+03,7.05E+00,1.00E+01,7.02E-01,0.153829134
1.42E+03,7.14E+00,1.01E+01,7.07E-01,0.150506719
1.42E+03,7.25E+00,1.02E+01,7.14E-01,0.146599483
1.42E+03,7.36E+00,1.02E+01,7.20E-01,0.142852358
1.42E+03,7.45E+00,1.03E+01,7.25E-01,0.139846847
1.42E+03,7.51E+00,1.03E+01,7.28E-01,0.137870356
1.42E+03,7.54E+00,1.03E+01,7.30E-01,0.136885595
1.42E+03,7.55E+00,1.03E+01,7.30E-01,0.136592836
1.42E+03,7.56E+00,1.03E+01,7.30E-01,0.136562021
1.42E+03,7.56E+00,1.03E+01,7.30E-01,0.136395234
1.42E+03,7.57E+00,1.04E+01,7.31E-01,0.135872435
1.43E+03,7.60E+00,1.04E+01,7.33E-01,0.135013226
1.43E+03,7.63E+00,1.04E+01,7.34E-01,0.134042319
1.43E+03,7.65E+00,1.04E+01,7.36E-01,0.133271201
1.43E+03,7.66E+00,1.04E+01,7.36E-01,0.132960613
1.43E+03,7.65E+00,1.04E+01,7.36E-01,0.133221061
1.43E+03,7.63E+00,1.04E+01,7.35E-01,0.133984197
1.43E+03,7.60E+00,1.04E+01,7.33E-01,0.135039583
1.43E+03,7.57E+00,1.04E+01,7.31E-01,0.13612085
1.43E+03,7.55E+00,1.03E+01,7.29E-01,0.136990986
1.43E+03,7.54E+00,1.03E+01,7.29E-01,0.137501056
1.43E+03,7.53E+00,1.03E+01,7.28E-01,0.137601697
1.43E+03,7.54E+00,1.03E+01,7.29E-01,0.137316219
1.43E+03,7.56E+00,1.04E+01,7.30E-01,0.136715844
1.43E+03,7.59E+00,1.04E+01,7.31E-01,0.135909507
1.43E+03,7.61E+00,1.04E+01,7.33E-01,0.13506881
1.43E+03,7.63E+00,1.04E+01,7.34E-01,0.134447563
1.43E+03,7.63E+00,1.04E+01,7.34E-01,0.134377334
1.43E+03,7.61E+00,1.04E+01,7.32E-01,0.135205601
1.43E+03,7.55E+00,1.04E+01,7.29E-01,0.137191389
1.43E+03,7.46E+00,1.03E+01,7.24E-01,0.140380467
1.43E+03,7.34E+00,1.02E+01,7.17E-01,0.144506193
1.44E+03,7.22E+00,1.02E+01,7.10E-01,0.148962822
1.44E+03,7.11E+00,1.01E+01,7.03E-01,0.152891702
1.44E+03,7.04E+00,1.01E+01,6.99E-01,0.155402953
1.44E+03,7.03E+00,1.01E+01,6.98E-01,0.155872256
1.44E+03,7.08E+00,1.01E+01,7.01E-01,0.154174702
1.44E+03,7.17E+00,1.01E+01,7.07E-01,0.150730243
1.44E+03,7.30E+00,1.02E+01,7.14E-01,0.146321635
1.44E+03,7.43E+00,1.03E+01,7.21E-01,0.141805868
1.44E+03,7.54E+00,1.04E+01,7.28E-01,0.137860559
1.44E+03,7.64E+00,1.04E+01,7.33E-01,0.134857972
1.44E+03,7.70E+00,1.05E+01,7.36E-01,0.13286433
1.44E+03,7.73E+00,1.05E+01,7.38E-01,0.131723118
1.44E+03,7.75E+00,1.05E+01,7.39E-01,0.131175272
1.44E+03,7.76E+00,1.05E+01,7.40E-01,0.130966609
1.44E+03,7.77E+00,1.05E+01,7.40E-01,0.13091558
1.44E+03,7.77E+00,1.05E+01,7.40E-01,0.130932337
1.44E+03,7.77E+00,1.05E+01,7.40E-01,0.131002293
1.44E+03,7.77E+00,1.05E+01,7.39E-01,0.131155871
1.44E+03,7.76E+00,1.05E+01,7.39E-01,0.131447692
1.44E+03,7.75E+00,1.05E+01,7.38E-01,0.131943932
1.44E+03,7.74E+00,1.05E+01,7.37E-01,0.132707753
1.45E+03,7.71E+00,1.05E+01,7.35E-01,0.133775042
1.45E+03,7.68E+00,1.05E+01,7.33E-01,0.135118705
1.45E+03,7.64E+00,1.05E+01,7.30E-01,0.136616043
1.45E+03,7.61E+00,1.05E+01,7.28E-01,0.138044675
1.45E+03,7.58E+00,1.04E+01,7.26E-01,0.139127231
1.45E+03,7.58E+00,1.04E+01,7.25E-01,0.139618379
1.45E+03,7.59E+00,1.05E+01,7.25E-01,0.139405342
1.45E+03,7.62E+00,1.05E+01,7.27E-01,0.138565149
1.45E+03,7.65E+00,1.05E+01,7.29E-01,0.137347614
1.45E+03,7.70E+00,1.05E+01,7.31E-01,0.136081189
1.45E+03,7.73E+00,1.06E+01,7.33E-01,0.135053934
1.45E+03,7.75E+00,1.06E+01,7.34E-01,0.134425538
1.45E+03,7.76E+00,1.06E+01,7.34E-01,0.134213483
1.45E+03,7.76E+00,1.06E+01,7.34E-01,0.134362003
1.45E+03,7.75E+00,1.06E+01,7.33E-01,0.134853507
1.45E+03,7.73E+00,1.06E+01,7.31E-01,0.135809165
1.45E+03,7.68E+00,1.05E+01,7.29E-01,0.137516018
1.45E+03,7.59E+00,1.05E+01,7.24E-01,0.140355502
1.45E+03,7.47E+00,1.04E+01,7.17E-01,0.144650121
1.45E+03,7.29E+00,1.03E+01,7.07E-01,0.150481402
1.46E+03,7.09E+00,1.02E+01,6.96E-01,0.157531464
1.46E+03,6.89E+00,1.01E+01,6.84E-01,0.165016416
1.46E+03,6.71E+00,9.97E+00,6.73E-01,0.171767288
1.46E+03,6.59E+00,9.90E+00,6.66E-01,0.176509156
1.46E+03,6.56E+00,9.88E+00,6.63E-01,0.1782745
1.46E+03,6.60E+00,9.92E+00,6.66E-01,0.176757446
1.46E+03,6.72E+00,9.99E+00,6.72E-01,0.17239913
1.46E+03,6.89E+00,1.01E+01,6.82E-01,0.166158048
1.46E+03,7.09E+00,1.02E+01,6.93E-01,0.159136478
1.46E+03,7.29E+00,1.04E+01,7.04E-01,0.152281409
1.46E+03,7.47E+00,1.05E+01,7.14E-01,0.146255282
1.46E+03,7.61E+00,1.05E+01,7.22E-01,0.141451467
1.46E+03,7.72E+00,1.06E+01,7.28E-01,0.138069703
1.46E+03,7.77E+00,1.06E+01,7.31E-01,0.136183539
1.46E+03,7.79E+00,1.06E+01,7.32E-01,0.135766237
1.46E+03,7.76E+00,1.06E+01,7.30E-01,0.136674097
1.46E+03,7.71E+00,1.06E+01,7.27E-01,0.13861436
1.46E+03,7.64E+00,1.06E+01,7.23E-01,0.141134728
1.46E+03,7.56E+00,1.05E+01,7.18E-01,0.143662457
1.46E+03,7.51E+00,1.05E+01,7.15E-01,0.145609363
1.46E+03,7.48E+00,1.05E+01,7.14E-01,0.146516901
1.47E+03,7.49E+00,1.05E+01,7.14E-01,0.146178272
1.47E+03,7.54E+00,1.05E+01,7.17E-01,0.144690179
1.47E+03,7.61E+00,1.06E+01,7.20E-01,0.142397518
1.47E+03,7.69E+00,1.06E+01,7.25E-01,0.139776288
1.47E+03,7.76E+00,1.06E+01,7.29E-01,0.137308844
1.47E+03,7.82E+00,1.07E+01,7.32E-01,0.13540625
1.47E+03,7.86E+00,1.07E+01,7.34E-01,0.134381894
1.47E+03,7.86E+00,1.07E+01,7.34E-01,0.134459787
1.47E+03,7.83E+00,1.07E+01,7.32E-01,0.135782737
1.47E+03,7.76E+00,1.07E+01,7.27E-01,0.138397057
1.47E+03,7.66E+00,1.06E+01,7.21E-01,0.14221092
1.47E+03,7.53E+00,1.06E+01,7.13E-01,0.146943551
1.47E+03,7.38E+00,1.05E+01,7.05E-01,0.152098609
1.47E+03,7.25E+00,1.04E+01,6.97E-01,0.157002621
1.47E+03,7.15E+00,1.04E+01,6.90E-01,0.160927927
1.47E+03,7.09E+00,1.03E+01,6.87E-01,0.16328567
1.47E+03,7.08E+00,1.03E+01,6.86E-01,0.16381545
1.47E+03,7.12E+00,1.04E+01,6.88E-01,0.162660274
1.47E+03,7.20E+00,1.04E+01,6.91E-01,0.160292964
1.47E+03,7.29E+00,1.05E+01,6.96E-01,0.157316809
1.47E+03,7.38E+00,1.05E+01,7.01E-01,0.154255994
1.48E+03,7.47E+00,1.06E+01,7.06E-01,0.151419452
1.48E+03,7.56E+00,1.06E+01,7.10E-01,0.148879957
1.48E+03,7.63E+00,1.07E+01,7.14E-01,0.146546866
1.48E+03,7.70E+00,1.07E+01,7.17E-01,0.144286775
1.48E+03,7.77E+00,1.08E+01,7.21E-01,0.142035384
1.48E+03,7.84E+00,1.08E+01,7.25E-01,0.139854527
1.48E+03,7.90E+00,1.09E+01,7.28E-01,0.137908528
1.48E+03,7.95E+00,1.09E+01,7.30E-01,0.136391348
1.48E+03,7.98E+00,1.09E+01,7.32E-01,0.135432312
1.48E+03,8.00E+00,1.09E+01,7.33E-01,0.135034
1.48E+03,8.00E+00,1.09E+01,7.33E-01,0.135060161
1.48E+03,7.99E+00,1.09E+01,7.32E-01,0.135280837
1.48E+03,7.99E+00,1.09E+01,7.32E-01,0.135456041
1.48E+03,8.00E+00,1.09E+01,7.32E-01,0.135422432
1.48E+03,8.01E+00,1.09E+01,7.33E-01,0.135149005
1.48E+03,8.02E+00,1.09E+01,7.33E-01,0.13474471
1.48E+03,8.03E+00,1.09E+01,7.34E-01,0.134409992
1.48E+03,8.03E+00,1.09E+01,7.34E-01,0.134363875
1.48E+03,8.02E+00,1.09E+01,7.33E-01,0.134776649
1.48E+03,8.00E+00,1.09E+01,7.32E-01,0.135723956
1.48E+03,7.96E+00,1.09E+01,7.29E-01,0.137183079
1.49E+03,7.90E+00,1.09E+01,7.26E-01,0.139056359
1.49E+03,7.84E+00,1.09E+01,7.22E-01,0.141212057
1.49E+03,7.78E+00,1.08E+01,7.19E-01,0.143524662
1.49E+03,7.71E+00,1.08E+01,7.15E-01,0.145897042
1.49E+03,7.65E+00,1.08E+01,7.11E-01,0.148254902
1.49E+03,7.58E+00,1.07E+01,7.07E-01,0.150517256
1.49E+03,7.53E+00,1.07E+01,7.04E-01,0.152559516
1.49E+03,7.48E+00,1.07E+01,7.01E-01,0.154189223
1.49E+03,7.46E+00,1.07E+01,7.00E-01,0.155158252
1.49E+03,7.45E+00,1.07E+01,6.99E-01,0.155216963
1.49E+03,7.48E+00,1.07E+01,7.01E-01,0.154207884
1.49E+03,7.54E+00,1.07E+01,7.04E-01,0.152153223
1.49E+03,7.61E+00,1.07E+01,7.09E-01,0.149308292
1.49E+03,7.70E+00,1.08E+01,7.14E-01,0.146136476
1.49E+03,7.79E+00,1.08E+01,7.19E-01,0.143219271
1.49E+03,7.84E+00,1.09E+01,7.23E-01,0.141126607
1.49E+03,7.86E+00,1.09E+01,7.24E-01,0.140292444
1.49E+03,7.84E+00,1.08E+01,7.23E-01,0.140925065
1.49E+03,7.77E+00,1.08E+01,7.20E-01,0.142963127
1.49E+03,7.67E+00,1.07E+01,7.14E-01,0.146078912
1.50E+03,7.56E+00,1.07E+01,7.08E-01,0.149737522
1.50E+03,7.45E+00,1.06E+01,7.03E-01,0.153299146
1.50E+03,7.37E+00,1.06E+01,6.98E-01,0.15616329
1.50E+03,7.32E+00,1.05E+01,6.95E-01,0.157906972
1.50E+03,7.31E+00,1.05E+01,6.94E-01,0.15836926
1.50E+03,7.34E+00,1.06E+01,6.96E-01,0.157647579
1.50E+03,7.40E+00,1.06E+01,6.98E-01,0.156014434
1.50E+03,7.47E+00,1.06E+01,7.02E-01,0.153799638
1.50E+03,7.54E+00,1.07E+01,7.06E-01,0.151293145
