Wavenumber,Absorbance (I),Background (I0),T,A
8.80E+02,3.77E+00,4.84E+00,7.79E-01,0.108379146
8.81E+02,3.78E+00,4.84E+00,7.80E-01,0.108001195
8.81E+02,3.78E+00,4.85E+00,7.81E-01,0.107617684
8.82E+02,3.79E+00,4.85E+00,7.81E-01,0.107213411
8.82E+02,3.80E+00,4.86E+00,7.82E-01,0.106778079
8.83E+02,3.81E+00,4.86E+00,7.83E-01,0.106309991
8.83E+02,3.81E+00,4.87E+00,7.84E-01,0.105817624
8.84E+02,3.82E+00,4.87E+00,7.85E-01,0.105317442
8.84E+02,3.83E+00,4.87E+00,7.86E-01,0.104829275
8.85E+02,3.84E+00,4.88E+00,7.86E-01,0.104369817
8.85E+02,3.84E+00,4.88E+00,7.87E-01,0.10394822
8.86E+02,3.85E+00,4.89E+00,7.88E-01,0.103563288
8.86E+02,3.86E+00,4.89E+00,7.88E-01,0.103204045
8.87E+02,3.86E+00,4.90E+00,7.89E-01,0.102854807
8.87E+02,3.87E+00,4.90E+00,7.90E-01,0.102498955
8.88E+02,3.88E+00,4.91E+00,7.90E-01,0.102125299
8.88E+02,3.88E+00,4.91E+00,7.91E-01,0.101729717
8.89E+02,3.89E+00,4.91E+00,7.92E-01,0.101315466
8.89E+02,3.90E+00,4.92E+00,7.93E-01,0.100890423
8.90E+02,3.91E+00,4.92E+00,7.93E-01,0.100463245
8.90E+02,3.91E+00,4.93E+00,7.94E-01,0.100040066
8.90E+02,3.92E+00,4.93E+00,7.95E-01,0.099623379
8.91E+02,3.93E+00,4.93E+00,7.96E-01,0.099213272
8.91E+02,3.93E+00,4.94E+00,7.97E-01,0.098809128
8.92E+02,3.94E+00,4.94E+00,7.97E-01,0.098412529
8.92E+02,3.95E+00,4.95E+00,7.98E-01,0.098026879
8.93E+02,3.96E+00,4.95E+00,7.99E-01,0.097656756
8.93E+02,3.96E+00,4.96E+00,7.99E-01,0.097304683
8.94E+02,3.97E+00,4.96E+00,8.00E-01,0.09696854
8.94E+02,3.98E+00,4.97E+00,8.00E-01,0.096641064
8.95E+02,3.99E+00,4.98E+00,8.01E-01,0.096311483
8.95E+02,3.99E+00,4.98E+00,8.02E-01,0.095968895
8.96E+02,4.00E+00,4.98E+00,8.02E-01,0.095606758
8.96E+02,4.01E+00,4.99E+00,8.03E-01,0.09522516
8.97E+02,4.01E+00,4.99E+00,8.04E-01,0.094830937
8.97E+02,4.02E+00,5.00E+00,8.05E-01,0.094435258
8.98E+02,4.03E+00,5.01E+00,8.05E-01,0.09404954
8.98E+02,4.04E+00,5.01E+00,8.06E-01,0.09368133
8.99E+02,4.05E+00,5.02E+00,8.07E-01,0.093332621
8.99E+02,4.05E+00,5.02E+00,8.07E-01,0.093000008
9.00E+02,4.06E+00,5.02E+00,8.08E-01,0.092677577
9.00E+02,4.06E+00,5.03E+00,8.08E-01,0.092357581
9.01E+02,4.07E+00,5.03E+00,8.09E-01,0.092034178
9.01E+02,4.08E+00,5.04E+00,8.10E-01,0.09170279
9.02E+02,4.09E+00,5.04E+00,8.10E-01,0.091359977
9.02E+02,4.10E+00,5.05E+00,8.11E-01,0.091003577
9.03E+02,4.10E+00,5.05E+00,8.12E-01,0.090633029
9.03E+02,4.11E+00,5.06E+00,8.12E-01,0.090249786
9.04E+02,4.12E+00,5.06E+00,8.13E-01,0.089858735
9.04E+02,4.12E+00,5.07E+00,8.14E-01,0.089467694
9.04E+02,4.13E+00,5.07E+00,8.15E-01,0.089085598
9.05E+02,4.14E+00,5.08E+00,8.15E-01,0.08871927
9.05E+02,4.15E+00,5.08E+00,8.16E-01,0.088371413
9.06E+02,4.16E+00,5.09E+00,8.17E-01,0.088039109
9.06E+02,4.16E+00,5.10E+00,8.17E-01,0.087715449
9.07E+02,4.17E+00,5.10E+00,8.18E-01,0.087393102
9.07E+02,4.18E+00,5.11E+00,8.18E-01,0.087067815
9.08E+02,4.19E+00,5.11E+00,8.19E-01,0.086740604
9.08E+02,4.19E+00,5.12E+00,8.20E-01,0.086417567
9.09E+02,4.20E+00,5.12E+00,8.20E-01,0.086106027
9.09E+02,4.21E+00,5.13E+00,8.21E-01,0.08581079
9.10E+02,4.22E+00,5.14E+00,8.21E-01,0.085530697
9.10E+02,4.23E+00,5.14E+00,8.22E-01,0.085258067
9.11E+02,4.23E+00,5.15E+00,8.22E-01,0.084981755
9.11E+02,4.24E+00,5.15E+00,8.23E-01,0.084691652
9.12E+02,4.25E+00,5.16E+00,8.23E-01,0.084383716
9.12E+02,4.26E+00,5.17E+00,8.24E-01,0.084060288
9.13E+02,4.27E+00,5.17E+00,8.25E-01,0.083729999
9.13E+02,4.27E+00,5.18E+00,8.25E-01,0.083402683
9.14E+02,4.28E+00,5.18E+00,8.26E-01,0.083084783
9.14E+02,4.29E+00,5.19E+00,8.26E-01,0.0827769
9.15E+02,4.30E+00,5.20E+00,8.27E-01,0.082473605
9.15E+02,4.30E+00,5.20E+00,8.28E-01,0.082166584
9.16E+02,4.31E+00,5.21E+00,8.28E-01,0.0818502
9.16E+02,4.32E+00,5.21E+00,8.29E-01,0.081522725
9.17E+02,4.33E+00,5.22E+00,8.29E-01,0.081188788
9.17E+02,4.34E+00,5.23E+00,8.30E-01,0.08085613
9.17E+02,4.35E+00,5.23E+00,8.31E-01,0.08053141
9.18E+02,4.35E+00,5.24E+00,8.31E-01,0.080217084
9.18E+02,4.36E+00,5.24E+00,8.32E-01,0.07990987
9.19E+02,4.37E+00,5.25E+00,8.33E-01,0.079602251
9.19E+02,4.38E+00,5.26E+00,8.33E-01,0.079285041
9.20E+02,4.39E+00,5.26E+00,8.34E-01,0.078952537
9.20E+02,4.40E+00,5.27E+00,8.34E-01,0.078604142
9.21E+02,4.41E+00,5.28E+00,8.35E-01,0.078245322
9.21E+02,4.42E+00,5.28E+00,8.36E-01,0.077885971
9.22E+02,4.42E+00,5.29E+00,8.36E-01,0.077537247
9.22E+02,4.43E+00,5.30E+00,8.37E-01,0.077209099
9.23E+02,4.44E+00,5.30E+00,8.38E-01,0.076907743
9.23E+02,4.45E+00,5.31E+00,8.38E-01,0.076635142
9.24E+02,4.46E+00,5.32E+00,8.39E-01,0.0763892
9.24E+02,4.47E+00,5.33E+00,8.39E-01,0.076165342
9.25E+02,4.48E+00,5.34E+00,8.40E-01,0.075956724
9.25E+02,4.49E+00,5.34E+00,8.40E-01,0.075756594
9.26E+02,4.50E+00,5.35E+00,8.40E-01,0.075559371
9.26E+02,4.51E+00,5.36E+00,8.41E-01,0.075360892
9.27E+02,4.51E+00,5.37E+00,8.41E-01,0.075159021
9.27E+02,4.52E+00,5.38E+00,8.41E-01,0.074953924
9.28E+02,4.53E+00,5.38E+00,8.42E-01,0.074746093
9.28E+02,4.54E+00,5.39E+00,8.42E-01,0.074535402
9.29E+02,4.55E+00,5.40E+00,8.43E-01,0.074320648
9.29E+02,4.56E+00,5.41E+00,8.43E-01,0.074099032
9.30E+02,4.57E+00,5.41E+00,8.44E-01,0.073866885
9.30E+02,4.57E+00,5.42E+00,8.44E-01,0.07362186
9.31E+02,4.58E+00,5.42E+00,8.45E-01,0.073363672
9.31E+02,4.59E+00,5.43E+00,8.45E-01,0.073095176
9.31E+02,4.60E+00,5.44E+00,8.46E-01,0.072820461
9.32E+02,4.61E+00,5.44E+00,8.46E-01,0.07254425
9.32E+02,4.62E+00,5.45E+00,8.47E-01,0.072268794
9.33E+02,4.63E+00,5.46E+00,8.47E-01,0.071993804
9.33E+02,4.64E+00,5.47E+00,8.48E-01,0.071716122
9.34E+02,4.64E+00,5.47E+00,8.48E-01,0.071432968
9.34E+02,4.65E+00,5.48E+00,8.49E-01,0.071143685
9.35E+02,4.66E+00,5.49E+00,8.49E-01,0.070850919
9.35E+02,4.67E+00,5.50E+00,8.50E-01,0.070561565
9.36E+02,4.68E+00,5.50E+00,8.51E-01,0.070284411
9.36E+02,4.69E+00,5.51E+00,8.51E-01,0.070027
9.37E+02,4.70E+00,5.52E+00,8.52E-01,0.069794698
9.37E+02,4.71E+00,5.53E+00,8.52E-01,0.069588751
9.38E+02,4.72E+00,5.53E+00,8.52E-01,0.069407671
9.38E+02,4.72E+00,5.54E+00,8.53E-01,0.069248618
9.39E+02,4.73E+00,5.55E+00,8.53E-01,0.069108386
9.39E+02,4.74E+00,5.55E+00,8.53E-01,0.068984634
9.40E+02,4.75E+00,5.56E+00,8.53E-01,0.068873836
9.40E+02,4.75E+00,5.57E+00,8.54E-01,0.068770385
9.41E+02,4.76E+00,5.58E+00,8.54E-01,0.068666806
9.41E+02,4.77E+00,5.59E+00,8.54E-01,0.068554057
9.42E+02,4.78E+00,5.59E+00,8.54E-01,0.068423732
9.42E+02,4.78E+00,5.60E+00,8.55E-01,0.068270811
9.43E+02,4.79E+00,5.61E+00,8.55E-01,0.068096399
9.43E+02,4.80E+00,5.61E+00,8.55E-01,0.067906206
9.44E+02,4.81E+00,5.62E+00,8.56E-01,0.067709629
9.44E+02,4.82E+00,5.63E+00,8.56E-01,0.067515432
9.44E+02,4.83E+00,5.63E+00,8.56E-01,0.067329168
9.45E+02,4.83E+00,5.64E+00,8.57E-01,0.067151864
9.45E+02,4.84E+00,5.65E+00,8.57E-01,0.066981284
9.46E+02,4.85E+00,5.65E+00,8.57E-01,0.066813076
9.46E+02,4.85E+00,5.66E+00,8.58E-01,0.066644176
9.47E+02,4.86E+00,5.67E+00,8.58E-01,0.066473093
9.47E+02,4.87E+00,5.67E+00,8.58E-01,0.066299258
9.48E+02,4.88E+00,5.68E+00,8.59E-01,0.066121763
9.48E+02,4.88E+00,5.69E+00,8.59E-01,0.065937258
9.49E+02,4.89E+00,5.69E+00,8.60E-01,0.065740323
9.49E+02,4.90E+00,5.70E+00,8.60E-01,0.065524886
9.50E+02,4.91E+00,5.70E+00,8.60E-01,0.065287589
9.50E+02,4.91E+00,5.71E+00,8.61E-01,0.065029787
9.51E+02,4.92E+00,5.71E+00,8.61E-01,0.064758465
9.51E+02,4.93E+00,5.72E+00,8.62E-01,0.064484559
9.52E+02,4.94E+00,5.73E+00,8.63E-01,0.064219153
9.52E+02,4.95E+00,5.73E+00,8.63E-01,0.063970598
9.53E+02,4.95E+00,5.74E+00,8.63E-01,0.063741945
9.53E+02,4.96E+00,5.74E+00,8.64E-01,0.063532105
9.54E+02,4.97E+00,5.75E+00,8.64E-01,0.063336906
9.54E+02,4.97E+00,5.75E+00,8.65E-01,0.063152682
9.55E+02,4.98E+00,5.76E+00,8.65E-01,0.062977797
9.55E+02,4.99E+00,5.76E+00,8.65E-01,0.062812498
9.56E+02,5.00E+00,5.77E+00,8.66E-01,0.062657389
9.56E+02,5.00E+00,5.78E+00,8.66E-01,0.062511317
9.57E+02,5.01E+00,5.78E+00,8.66E-01,0.062370511
9.57E+02,5.01E+00,5.79E+00,8.67E-01,0.062229968
9.57E+02,5.02E+00,5.79E+00,8.67E-01,0.062085057
9.58E+02,5.03E+00,5.80E+00,8.67E-01,0.061934532
9.58E+02,5.03E+00,5.80E+00,8.67E-01,0.061780669
9.59E+02,5.04E+00,5.81E+00,8.68E-01,0.061629697
9.59E+02,5.05E+00,5.81E+00,8.68E-01,0.061486964
9.60E+02,5.05E+00,5.82E+00,8.68E-01,0.061354705
9.60E+02,5.06E+00,5.82E+00,8.68E-01,0.061230463
9.61E+02,5.06E+00,5.83E+00,8.69E-01,0.061107184
9.61E+02,5.07E+00,5.83E+00,8.69E-01,0.060976937
9.62E+02,5.07E+00,5.84E+00,8.69E-01,0.060835579
9.62E+02,5.08E+00,5.84E+00,8.70E-01,0.060683988
9.63E+02,5.08E+00,5.85E+00,8.70E-01,0.060530242
9.63E+02,5.09E+00,5.85E+00,8.70E-01,0.060384176
9.64E+02,5.10E+00,5.85E+00,8.70E-01,0.060254918
9.64E+02,5.10E+00,5.86E+00,8.71E-01,0.060145112
9.65E+02,5.10E+00,5.86E+00,8.71E-01,0.060049564
9.65E+02,5.11E+00,5.86E+00,8.71E-01,0.059957039
9.66E+02,5.11E+00,5.87E+00,8.71E-01,0.059854598
9.66E+02,5.12E+00,5.87E+00,8.72E-01,0.059731885
9.67E+02,5.12E+00,5.88E+00,8.72E-01,0.059585331
9.67E+02,5.13E+00,5.88E+00,8.72E-01,0.059419112
9.68E+02,5.14E+00,5.89E+00,8.72E-01,0.059242373
9.68E+02,5.14E+00,5.89E+00,8.73E-01,0.05906594
9.69E+02,5.15E+00,5.89E+00,8.73E-01,0.058898596
9.69E+02,5.15E+00,5.89E+00,8.73E-01,0.058744658
9.70E+02,5.15E+00,5.90E+00,8.74E-01,0.058604298
9.70E+02,5.16E+00,5.90E+00,8.74E-01,0.058474914
9.71E+02,5.16E+00,5.90E+00,8.74E-01,0.058353772
9.71E+02,5.17E+00,5.91E+00,8.75E-01,0.058239477
9.71E+02,5.17E+00,5.91E+00,8.75E-01,0.058132341
9.72E+02,5.17E+00,5.91E+00,8.75E-01,0.058034075
9.72E+02,5.18E+00,5.91E+00,8.75E-01,0.057945379
9.73E+02,5.18E+00,5.92E+00,8.75E-01,0.057865982
9.73E+02,5.18E+00,5.92E+00,8.75E-01,0.057793284
9.74E+02,5.18E+00,5.92E+00,8.76E-01,0.05772295
9.74E+02,5.19E+00,5.93E+00,8.76E-01,0.057649763
9.75E+02,5.19E+00,5.93E+00,8.76E-01,0.057568418
9.75E+02,5.20E+00,5.93E+00,8.76E-01,0.057474888
9.76E+02,5.20E+00,5.93E+00,8.76E-01,0.057367626
9.76E+02,5.20E+00,5.94E+00,8.76E-01,0.057248423
9.77E+02,5.21E+00,5.94E+00,8.77E-01,0.057122036
9.77E+02,5.21E+00,5.94E+00,8.77E-01,0.056996849
9.78E+02,5.21E+00,5.94E+00,8.77E-01,0.056882265
9.78E+02,5.22E+00,5.95E+00,8.77E-01,0.056787484
9.79E+02,5.22E+00,5.95E+00,8.78E-01,0.056718121
9.79E+02,5.22E+00,5.95E+00,8.78E-01,0.056674791
9.80E+02,5.23E+00,5.95E+00,8.78E-01,0.056651613
9.80E+02,5.23E+00,5.96E+00,8.78E-01,0.056637469
9.81E+02,5.23E+00,5.96E+00,8.78E-01,0.05661845
9.81E+02,5.23E+00,5.96E+00,8.78E-01,0.05658062
9.82E+02,5.23E+00,5.96E+00,8.78E-01,0.056513844
9.82E+02,5.24E+00,5.96E+00,8.78E-01,0.056412509
9.83E+02,5.24E+00,5.96E+00,8.78E-01,0.056276935
9.83E+02,5.24E+00,5.96E+00,8.79E-01,0.056111556
9.84E+02,5.24E+00,5.97E+00,8.79E-01,0.055924826
9.84E+02,5.25E+00,5.97E+00,8.80E-01,0.055726373
9.84E+02,5.25E+00,5.97E+00,8.80E-01,0.055526751
9.85E+02,5.25E+00,5.97E+00,8.80E-01,0.055336561
9.85E+02,5.26E+00,5.97E+00,8.81E-01,0.055165241
9.86E+02,5.26E+00,5.97E+00,8.81E-01,0.055020511
9.86E+02,5.26E+00,5.97E+00,8.81E-01,0.054906248
9.87E+02,5.26E+00,5.97E+00,8.81E-01,0.054822669
9.87E+02,5.27E+00,5.97E+00,8.82E-01,0.054765244
9.88E+02,5.27E+00,5.98E+00,8.82E-01,0.054726123
9.88E+02,5.27E+00,5.98E+00,8.82E-01,0.054696104
9.89E+02,5.27E+00,5.98E+00,8.82E-01,0.054666907
9.89E+02,5.27E+00,5.98E+00,8.82E-01,0.054632624
9.90E+02,5.28E+00,5.98E+00,8.82E-01,0.054590106
9.90E+02,5.28E+00,5.99E+00,8.82E-01,0.054539424
9.91E+02,5.28E+00,5.99E+00,8.82E-01,0.054481565
9.91E+02,5.29E+00,5.99E+00,8.82E-01,0.054417611
9.92E+02,5.29E+00,5.99E+00,8.82E-01,0.054348087
9.92E+02,5.29E+00,5.99E+00,8.83E-01,0.054273133
9.93E+02,5.29E+00,6.00E+00,8.83E-01,0.054193083
9.93E+02,5.30E+00,6.00E+00,8.83E-01,0.054109016
9.94E+02,5.30E+00,6.00E+00,8.83E-01,0.05402291
9.94E+02,5.30E+00,6.00E+00,8.83E-01,0.053937082
9.95E+02,5.30E+00,6.00E+00,8.83E-01,0.053853718
9.95E+02,5.31E+00,6.01E+00,8.84E-01,0.053774508
9.96E+02,5.31E+00,6.01E+00,8.84E-01,0.053700143
9.96E+02,5.31E+00,6.01E+00,8.84E-01,0.053631517
9.97E+02,5.31E+00,6.01E+00,8.84E-01,0.053569218
9.97E+02,5.31E+00,6.01E+00,8.84E-01,0.053514121
9.98E+02,5.31E+00,6.01E+00,8.84E-01,0.05346612
9.98E+02,5.31E+00,6.01E+00,8.84E-01,0.053423209
9.98E+02,5.32E+00,6.01E+00,8.84E-01,0.053380515
9.99E+02,5.32E+00,6.01E+00,8.84E-01,0.053331529
9.99E+02,5.32E+00,6.01E+00,8.85E-01,0.053269695
1.00E+03,5.32E+00,6.01E+00,8.85E-01,0.053191115
1.00E+03,5.32E+00,6.01E+00,8.85E-01,0.053098033
1.00E+03,5.32E+00,6.01E+00,8.85E-01,0.052998238
1.00E+03,5.32E+00,6.01E+00,8.85E-01,0.052904348
1.00E+03,5.32E+00,6.01E+00,8.85E-01,0.052829227
1.00E+03,5.32E+00,6.01E+00,8.86E-01,0.052781826
1.00E+03,5.32E+00,6.01E+00,8.86E-01,0.05276337
1.00E+03,5.32E+00,6.00E+00,8.86E-01,0.052766621
1.00E+03,5.32E+00,6.00E+00,8.86E-01,0.052778751
1.00E+03,5.31E+00,6.00E+00,8.86E-01,0.052785305
1.00E+03,5.31E+00,6.00E+00,8.86E-01,0.052775675
1.01E+03,5.31E+00,6.00E+00,8.86E-01,0.052747136
1.01E+03,5.31E+00,5.99E+00,8.86E-01,0.052704451
1.01E+03,5.31E+00,5.99E+00,8.86E-01,0.0526574
1.01E+03,5.31E+00,5.99E+00,8.86E-01,0.052617286
1.01E+03,5.30E+00,5.98E+00,8.86E-01,0.052591425
1.01E+03,5.30E+00,5.98E+00,8.86E-01,0.052581603
1.01E+03,5.29E+00,5.98E+00,8.86E-01,0.052584197
1.01E+03,5.29E+00,5.97E+00,8.86E-01,0.052592184
1.01E+03,5.29E+00,5.97E+00,8.86E-01,0.052599491
1.01E+03,5.28E+00,5.96E+00,8.86E-01,0.052603165
1.01E+03,5.28E+00,5.96E+00,8.86E-01,0.052604525
1.01E+03,5.27E+00,5.95E+00,8.86E-01,0.052608041
1.01E+03,5.27E+00,5.95E+00,8.86E-01,0.052618491
1.01E+03,5.26E+00,5.94E+00,8.86E-01,0.052638233
1.01E+03,5.26E+00,5.94E+00,8.86E-01,0.052665214
1.01E+03,5.25E+00,5.93E+00,8.86E-01,0.052693569
1.01E+03,5.25E+00,5.93E+00,8.86E-01,0.052714988
1.01E+03,5.25E+00,5.92E+00,8.86E-01,0.052721401
1.01E+03,5.24E+00,5.92E+00,8.86E-01,0.052708239
1.01E+03,5.24E+00,5.91E+00,8.86E-01,0.052675688
1.01E+03,5.23E+00,5.91E+00,8.86E-01,0.052628833
1.02E+03,5.23E+00,5.90E+00,8.86E-01,0.052575794
1.02E+03,5.23E+00,5.90E+00,8.86E-01,0.052525031
1.02E+03,5.22E+00,5.89E+00,8.86E-01,0.052482958
1.02E+03,5.22E+00,5.89E+00,8.86E-01,0.052451015
1.02E+03,5.21E+00,5.88E+00,8.86E-01,0.052425812
1.02E+03,5.21E+00,5.88E+00,8.86E-01,0.052400096
1.02E+03,5.21E+00,5.87E+00,8.86E-01,0.052365556
1.02E+03,5.20E+00,5.87E+00,8.87E-01,0.052316094
1.02E+03,5.20E+00,5.86E+00,8.87E-01,0.0522503
1.02E+03,5.19E+00,5.85E+00,8.87E-01,0.052172508
1.02E+03,5.19E+00,5.85E+00,8.87E-01,0.052091709
1.02E+03,5.18E+00,5.84E+00,8.87E-01,0.052018306
1.02E+03,5.18E+00,5.84E+00,8.87E-01,0.051960284
1.02E+03,5.18E+00,5.84E+00,8.87E-01,0.051920527
1.02E+03,5.17E+00,5.83E+00,8.87E-01,0.051895188
1.02E+03,5.17E+00,5.83E+00,8.87E-01,0.05187538
1.02E+03,5.17E+00,5.82E+00,8.87E-01,0.051850417
1.02E+03,5.16E+00,5.82E+00,8.88E-01,0.05181174
1.02E+03,5.16E+00,5.81E+00,8.88E-01,0.051756091
1.02E+03,5.16E+00,5.81E+00,8.88E-01,0.051686331
1.02E+03,5.15E+00,5.80E+00,8.88E-01,0.051610027
1.03E+03,5.15E+00,5.80E+00,8.88E-01,0.05153573
1.03E+03,5.15E+00,5.80E+00,8.88E-01,0.051470033
1.03E+03,5.14E+00,5.79E+00,8.88E-01,0.05141439
1.03E+03,5.14E+00,5.79E+00,8.88E-01,0.05136466
1.03E+03,5.14E+00,5.78E+00,8.89E-01,0.051313577
1.03E+03,5.13E+00,5.78E+00,8.89E-01,0.05125281
1.03E+03,5.13E+00,5.77E+00,8.89E-01,0.051177113
1.03E+03,5.13E+00,5.77E+00,8.89E-01,0.051085648
1.03E+03,5.13E+00,5.76E+00,8.89E-01,0.050982616
1.03E+03,5.12E+00,5.76E+00,8.89E-01,0.050875043
1.03E+03,5.12E+00,5.75E+00,8.90E-01,0.050771217
1.03E+03,5.11E+00,5.75E+00,8.90E-01,0.050677142
1.03E+03,5.11E+00,5.74E+00,8.90E-01,0.050595378
1.03E+03,5.11E+00,5.74E+00,8.90E-01,0.050525483
1.03E+03,5.10E+00,5.73E+00,8.90E-01,0.050463998
1.03E+03,5.10E+00,5.73E+00,8.90E-01,0.050407088
1.03E+03,5.09E+00,5.72E+00,8.91E-01,0.050352539
1.03E+03,5.09E+00,5.72E+00,8.91E-01,0.050301412
1.03E+03,5.09E+00,5.71E+00,8.91E-01,0.050258188
1.03E+03,5.08E+00,5.71E+00,8.91E-01,0.050229068
1.04E+03,5.08E+00,5.70E+00,8.91E-01,0.050220452
1.04E+03,5.07E+00,5.70E+00,8.91E-01,0.05023571
1.04E+03,5.07E+00,5.69E+00,8.91E-01,0.050273569
1.04E+03,5.07E+00,5.69E+00,8.91E-01,0.050327121
1.04E+03,5.06E+00,5.69E+00,8.90E-01,0.050384758
1.04E+03,5.06E+00,5.68E+00,8.90E-01,0.050433608
1.04E+03,5.05E+00,5.68E+00,8.90E-01,0.050461587
1.04E+03,5.05E+00,5.67E+00,8.90E-01,0.050461514
1.04E+03,5.04E+00,5.67E+00,8.90E-01,0.050432522
1.04E+03,5.04E+00,5.66E+00,8.90E-01,0.050379899
1.04E+03,5.04E+00,5.65E+00,8.91E-01,0.050313213
1.04E+03,5.03E+00,5.65E+00,8.91E-01,0.050243075
1.04E+03,5.03E+00,5.64E+00,8.91E-01,0.050178752
1.04E+03,5.02E+00,5.63E+00,8.91E-01,0.050125962
1.04E+03,5.01E+00,5.63E+00,8.91E-01,0.050085768
1.04E+03,5.01E+00,5.62E+00,8.91E-01,0.050056093
1.04E+03,5.00E+00,5.61E+00,8.91E-01,0.050032006
1.04E+03,4.99E+00,5.60E+00,8.91E-01,0.050007187
1.04E+03,4.99E+00,5.60E+00,8.91E-01,0.049975061
1.04E+03,4.98E+00,5.59E+00,8.91E-01,0.049928874
1.04E+03,4.98E+00,5.59E+00,8.92E-01,0.049863688
1.05E+03,4.97E+00,5.58E+00,8.92E-01,0.049776523
1.05E+03,4.97E+00,5.57E+00,8.92E-01,0.04966894
1.05E+03,4.96E+00,5.56E+00,8.92E-01,0.049547748
1.05E+03,4.96E+00,5.56E+00,8.92E-01,0.049424947
1.05E+03,4.95E+00,5.55E+00,8.93E-01,0.049315014
1.05E+03,4.95E+00,5.55E+00,8.93E-01,0.049231471
1.05E+03,4.95E+00,5.54E+00,8.93E-01,0.049182416
1.05E+03,4.94E+00,5.54E+00,8.93E-01,0.049167446
1.05E+03,4.94E+00,5.53E+00,8.93E-01,0.049177029
1.05E+03,4.93E+00,5.53E+00,8.93E-01,0.04919466
1.05E+03,4.93E+00,5.52E+00,8.93E-01,0.049202291
1.05E+03,4.92E+00,5.51E+00,8.93E-01,0.049184904
1.05E+03,4.92E+00,5.51E+00,8.93E-01,0.049135394
1.05E+03,4.92E+00,5.51E+00,8.93E-01,0.049056225
1.05E+03,4.91E+00,5.50E+00,8.93E-01,0.048957757
1.05E+03,4.91E+00,5.50E+00,8.94E-01,0.048854983
1.05E+03,4.91E+00,5.49E+00,8.94E-01,0.048762303
1.05E+03,4.90E+00,5.49E+00,8.94E-01,0.048690389
1.05E+03,4.90E+00,5.48E+00,8.94E-01,0.048643121
1.05E+03,4.90E+00,5.48E+00,8.94E-01,0.048617764
1.05E+03,4.90E+00,5.48E+00,8.94E-01,0.048606387
1.06E+03,4.89E+00,5.47E+00,8.94E-01,0.048597796
1.06E+03,4.89E+00,5.47E+00,8.94E-01,0.048580303
1.06E+03,4.89E+00,5.47E+00,8.94E-01,0.048544422
1.06E+03,4.89E+00,5.46E+00,8.94E-01,0.048485486
1.06E+03,4.88E+00,5.46E+00,8.95E-01,0.048405255
1.06E+03,4.88E+00,5.45E+00,8.95E-01,0.048312178
1.06E+03,4.88E+00,5.45E+00,8.95E-01,0.048220008
1.06E+03,4.88E+00,5.45E+00,8.95E-01,0.048144617
1.06E+03,4.87E+00,5.45E+00,8.95E-01,0.048099705
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048090778
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048113948
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048155551
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.04819657
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048218871
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048211951
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048175608
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048121215
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048066183
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048026654
1.06E+03,4.87E+00,5.44E+00,8.95E-01,0.048012254
1.07E+03,4.87E+00,5.43E+00,8.95E-01,0.048021379
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048042741
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048059707
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048057188
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048027516
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.047972575
1.07E+03,4.86E+00,5.43E+00,8.96E-01,0.047902541
1.07E+03,4.86E+00,5.43E+00,8.96E-01,0.047831702
1.07E+03,4.86E+00,5.42E+00,8.96E-01,0.04777318
1.07E+03,4.86E+00,5.42E+00,8.96E-01,0.047734893
1.07E+03,4.86E+00,5.42E+00,8.96E-01,0.047717667
1.07E+03,4.86E+00,5.42E+00,8.96E-01,0.047716749
1.07E+03,4.85E+00,5.42E+00,8.96E-01,0.047724116
1.07E+03,4.85E+00,5.42E+00,8.96E-01,0.047731899
1.07E+03,4.85E+00,5.42E+00,8.96E-01,0.047735698
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047733939
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047729275
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047726244
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047730376
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047746883
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047779846
1.08E+03,4.85E+00,5.42E+00,8.96E-01,0.047831045
1.08E+03,4.86E+00,5.42E+00,8.96E-01,0.047899985
1.08E+03,4.86E+00,5.43E+00,8.95E-01,0.047983235
1.08E+03,4.86E+00,5.43E+00,8.95E-01,0.04807498
1.08E+03,4.87E+00,5.44E+00,8.95E-01,0.048166846
1.08E+03,4.87E+00,5.45E+00,8.95E-01,0.048249499
1.08E+03,4.88E+00,5.45E+00,8.95E-01,0.048313728
