Wavenumber,Absorbance (I),Background (I0),T,A
1.02E+03,5.20E+00,5.86E+00,8.87E-01,0.051971713
1.02E+03,5.20E+00,5.85E+00,8.87E-01,0.051855399
1.02E+03,5.19E+00,5.85E+00,8.88E-01,0.051748101
1.02E+03,5.19E+00,5.84E+00,8.88E-01,0.051659328
1.02E+03,5.19E+00,5.84E+00,8.88E-01,0.051593385
1.02E+03,5.18E+00,5.84E+00,8.88E-01,0.051546942
1.02E+03,5.18E+00,5.83E+00,8.88E-01,0.05151027
1.02E+03,5.18E+00,5.83E+00,8.88E-01,0.051470361
1.02E+03,5.17E+00,5.82E+00,8.88E-01,0.051416362
1.02E+03,5.17E+00,5.82E+00,8.88E-01,0.051343675
1.02E+03,5.17E+00,5.81E+00,8.89E-01,0.051257545
1.02E+03,5.16E+00,5.81E+00,8.89E-01,0.051170515
1.02E+03,5.16E+00,5.80E+00,8.89E-01,0.051099324
1.03E+03,5.16E+00,5.80E+00,8.89E-01,0.051057667
1.03E+03,5.15E+00,5.80E+00,8.89E-01,0.051052094
1.03E+03,5.15E+00,5.79E+00,8.89E-01,0.051079166
1.03E+03,5.14E+00,5.79E+00,8.89E-01,0.051126382
1.03E+03,5.14E+00,5.78E+00,8.89E-01,0.051176553
1.03E+03,5.13E+00,5.78E+00,8.89E-01,0.051213476
1.03E+03,5.13E+00,5.77E+00,8.89E-01,0.051225612
1.03E+03,5.13E+00,5.77E+00,8.89E-01,0.051208452
1.03E+03,5.12E+00,5.76E+00,8.89E-01,0.051163212
1.03E+03,5.12E+00,5.76E+00,8.89E-01,0.051094023
1.03E+03,5.12E+00,5.75E+00,8.89E-01,0.051006164
1.03E+03,5.11E+00,5.75E+00,8.89E-01,0.050903112
1.03E+03,5.11E+00,5.74E+00,8.90E-01,0.050787265
1.03E+03,5.10E+00,5.74E+00,8.90E-01,0.050662546
1.03E+03,5.10E+00,5.73E+00,8.90E-01,0.050534319
1.03E+03,5.10E+00,5.73E+00,8.90E-01,0.050411347
1.03E+03,5.10E+00,5.72E+00,8.91E-01,0.050303865
1.03E+03,5.09E+00,5.72E+00,8.91E-01,0.050221481
1.03E+03,5.09E+00,5.71E+00,8.91E-01,0.050170935
1.03E+03,5.08E+00,5.71E+00,8.91E-01,0.050153192
1.04E+03,5.08E+00,5.70E+00,8.91E-01,0.050164013
1.04E+03,5.08E+00,5.70E+00,8.91E-01,0.050195147
1.04E+03,5.07E+00,5.69E+00,8.91E-01,0.050236489
1.04E+03,5.07E+00,5.69E+00,8.91E-01,0.050278533
1.04E+03,5.06E+00,5.69E+00,8.91E-01,0.05031375
1.04E+03,5.06E+00,5.68E+00,8.91E-01,0.050337819
1.04E+03,5.06E+00,5.68E+00,8.91E-01,0.05034844
1.04E+03,5.05E+00,5.67E+00,8.91E-01,0.050345333
1.04E+03,5.05E+00,5.67E+00,8.91E-01,0.050329744
1.04E+03,5.04E+00,5.66E+00,8.91E-01,0.050303994
1.04E+03,5.04E+00,5.65E+00,8.91E-01,0.05027156
1.04E+03,5.03E+00,5.65E+00,8.91E-01,0.050236256
1.04E+03,5.03E+00,5.64E+00,8.91E-01,0.050201393
1.04E+03,5.02E+00,5.63E+00,8.91E-01,0.05016948
1.04E+03,5.01E+00,5.63E+00,8.91E-01,0.050140085
1.04E+03,5.01E+00,5.62E+00,8.91E-01,0.050110483
1.04E+03,5.00E+00,5.61E+00,8.91E-01,0.050075694
1.04E+03,4.99E+00,5.60E+00,8.91E-01,0.050030316
1.04E+03,4.99E+00,5.60E+00,8.91E-01,0.049969839
1.04E+03,4.98E+00,5.59E+00,8.91E-01,0.049892455
1.04E+03,4.98E+00,5.59E+00,8.92E-01,0.049800372
1.05E+03,4.98E+00,5.58E+00,8.92E-01,0.049699524
1.05E+03,4.97E+00,5.57E+00,8.92E-01,0.049599636
1.05E+03,4.96E+00,5.56E+00,8.92E-01,0.049512403
1.05E+03,4.96E+00,5.56E+00,8.92E-01,0.049449644
1.05E+03,4.95E+00,5.55E+00,8.92E-01,0.049420818
1.05E+03,4.95E+00,5.55E+00,8.92E-01,0.049430193
1.05E+03,4.94E+00,5.54E+00,8.92E-01,0.049475096
1.05E+03,4.94E+00,5.54E+00,8.92E-01,0.049545131
1.05E+03,4.93E+00,5.53E+00,8.92E-01,0.049623901
1.05E+03,4.93E+00,5.53E+00,8.92E-01,0.049692388
1.05E+03,4.92E+00,5.52E+00,8.92E-01,0.049733069
1.05E+03,4.92E+00,5.51E+00,8.92E-01,0.049735327
1.05E+03,4.91E+00,5.51E+00,8.92E-01,0.049697907
1.05E+03,4.91E+00,5.51E+00,8.92E-01,0.04962989
1.05E+03,4.91E+00,5.50E+00,8.92E-01,0.049546888
1.05E+03,4.90E+00,5.50E+00,8.92E-01,0.049467041
1.05E+03,4.90E+00,5.49E+00,8.92E-01,0.049404441
1.05E+03,4.90E+00,5.49E+00,8.93E-01,0.049366137
1.05E+03,4.89E+00,5.48E+00,8.93E-01,0.049349334
1.05E+03,4.89E+00,5.48E+00,8.93E-01,0.049344318
1.05E+03,4.89E+00,5.48E+00,8.93E-01,0.049337958
1.06E+03,4.89E+00,5.47E+00,8.93E-01,0.049318243
1.06E+03,4.88E+00,5.47E+00,8.93E-01,0.049277864
1.06E+03,4.88E+00,5.47E+00,8.93E-01,0.049215099
1.06E+03,4.88E+00,5.46E+00,8.93E-01,0.049133926
1.06E+03,4.88E+00,5.46E+00,8.93E-01,0.049041435
1.06E+03,4.87E+00,5.45E+00,8.93E-01,0.048945605
1.06E+03,4.87E+00,5.45E+00,8.94E-01,0.048853299
1.06E+03,4.87E+00,5.45E+00,8.94E-01,0.048770383
1.06E+03,4.87E+00,5.45E+00,8.94E-01,0.048700485
1.06E+03,4.87E+00,5.44E+00,8.94E-01,0.048644948
1.06E+03,4.87E+00,5.44E+00,8.94E-01,0.048603121
1.06E+03,4.87E+00,5.44E+00,8.94E-01,0.048571692
1.06E+03,4.87E+00,5.44E+00,8.94E-01,0.04854572
1.06E+03,4.86E+00,5.44E+00,8.94E-01,0.048518927
1.06E+03,4.86E+00,5.44E+00,8.94E-01,0.048486611
1.06E+03,4.86E+00,5.44E+00,8.94E-01,0.048446619
1.06E+03,4.86E+00,5.44E+00,8.95E-01,0.048401587
1.06E+03,4.86E+00,5.44E+00,8.95E-01,0.04835761
1.06E+03,4.86E+00,5.44E+00,8.95E-01,0.048322551
1.06E+03,4.86E+00,5.44E+00,8.95E-01,0.048303284
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048302211
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048316238
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048336663
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.04835286
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048354662
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.04833539
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048293625
1.07E+03,4.86E+00,5.43E+00,8.95E-01,0.048232055
1.07E+03,4.86E+00,5.42E+00,8.95E-01,0.048156191
1.07E+03,4.85E+00,5.42E+00,8.95E-01,0.048072658
1.07E+03,4.85E+00,5.42E+00,8.95E-01,0.047987166
1.07E+03,4.85E+00,5.42E+00,8.96E-01,0.047905325
1.07E+03,4.85E+00,5.42E+00,8.96E-01,0.047832817
1.07E+03,4.85E+00,5.42E+00,8.96E-01,0.047776011
1.07E+03,4.85E+00,5.42E+00,8.96E-01,0.047741873
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047736983
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047765186
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047826219
1.07E+03,4.85E+00,5.41E+00,8.96E-01,0.047914772
1.07E+03,4.85E+00,5.41E+00,8.95E-01,0.048021854
1.07E+03,4.85E+00,5.41E+00,8.95E-01,0.048136163
1.08E+03,4.85E+00,5.42E+00,8.95E-01,0.048247359
1.08E+03,4.85E+00,5.42E+00,8.95E-01,0.04834736
1.08E+03,4.85E+00,5.43E+00,8.94E-01,0.048431545
1.08E+03,4.86E+00,5.43E+00,8.94E-01,0.04849756
1.08E+03,4.86E+00,5.44E+00,8.94E-01,0.04854441
1.08E+03,4.87E+00,5.45E+00,8.94E-01,0.04857067
1.08E+03,4.88E+00,5.45E+00,8.94E-01,0.048574224
1.08E+03,4.88E+00,5.46E+00,8.94E-01,0.04855302
1.08E+03,4.89E+00,5.47E+00,8.94E-01,0.04850606
1.08E+03,4.89E+00,5.47E+00,8.94E-01,0.048434723
1.08E+03,4.90E+00,5.48E+00,8.95E-01,0.048343541
1.08E+03,4.90E+00,5.48E+00,8.95E-01,0.04823979
1.08E+03,4.91E+00,5.48E+00,8.95E-01,0.048132327
1.08E+03,4.91E+00,5.49E+00,8.95E-01,0.04803068
1.08E+03,4.92E+00,5.49E+00,8.95E-01,0.047943553
1.08E+03,4.92E+00,5.50E+00,8.96E-01,0.047877356
1.08E+03,4.93E+00,5.50E+00,8.96E-01,0.04783634
1.08E+03,4.93E+00,5.51E+00,8.96E-01,0.047821753
1.08E+03,4.94E+00,5.51E+00,8.96E-01,0.047832419
1.08E+03,4.94E+00,5.52E+00,8.96E-01,0.047864897
1.08E+03,4.95E+00,5.52E+00,8.96E-01,0.047913286
1.09E+03,4.95E+00,5.53E+00,8.95E-01,0.047970326
1.09E+03,4.95E+00,5.53E+00,8.95E-01,0.048027579
1.09E+03,4.96E+00,5.54E+00,8.95E-01,0.048077463
1.09E+03,4.96E+00,5.55E+00,8.95E-01,0.048113073
1.09E+03,4.97E+00,5.55E+00,8.95E-01,0.048130183
1.09E+03,4.97E+00,5.56E+00,8.95E-01,0.048127493
1.09E+03,4.98E+00,5.56E+00,8.95E-01,0.048107173
1.09E+03,4.98E+00,5.57E+00,8.95E-01,0.048074675
1.09E+03,4.99E+00,5.57E+00,8.95E-01,0.0480383
1.09E+03,4.99E+00,5.58E+00,8.95E-01,0.048008455
1.09E+03,5.00E+00,5.58E+00,8.95E-01,0.047995856
1.09E+03,5.01E+00,5.59E+00,8.95E-01,0.048009083
1.09E+03,5.01E+00,5.60E+00,8.95E-01,0.048052343
1.09E+03,5.02E+00,5.60E+00,8.95E-01,0.048123229
1.09E+03,5.02E+00,5.61E+00,8.95E-01,0.048212151
1.09E+03,5.03E+00,5.62E+00,8.95E-01,0.048303033
1.09E+03,5.03E+00,5.62E+00,8.95E-01,0.048376721
1.09E+03,5.04E+00,5.63E+00,8.95E-01,0.048415731
1.09E+03,5.04E+00,5.64E+00,8.95E-01,0.048407914
1.09E+03,5.05E+00,5.65E+00,8.95E-01,0.048350733
1.09E+03,5.06E+00,5.65E+00,8.95E-01,0.048251085
1.10E+03,5.07E+00,5.66E+00,8.95E-01,0.048124097
1.10E+03,5.07E+00,5.67E+00,8.95E-01,0.047988626
1.10E+03,5.08E+00,5.67E+00,8.96E-01,0.047862205
1.10E+03,5.09E+00,5.68E+00,8.96E-01,0.047757541
1.10E+03,5.10E+00,5.69E+00,8.96E-01,0.047680113
1.10E+03,5.11E+00,5.70E+00,8.96E-01,0.047628502
1.10E+03,5.12E+00,5.71E+00,8.96E-01,0.047597637
1.10E+03,5.13E+00,5.72E+00,8.96E-01,0.047580485
1.10E+03,5.13E+00,5.73E+00,8.96E-01,0.047572057
1.10E+03,5.14E+00,5.74E+00,8.96E-01,0.047569775
1.10E+03,5.15E+00,5.75E+00,8.96E-01,0.047573328
1.10E+03,5.16E+00,5.76E+00,8.96E-01,0.047583428
1.10E+03,5.17E+00,5.77E+00,8.96E-01,0.047599679
1.10E+03,5.18E+00,5.78E+00,8.96E-01,0.047619581
1.10E+03,5.18E+00,5.79E+00,8.96E-01,0.047638585
1.10E+03,5.19E+00,5.80E+00,8.96E-01,0.047650696
1.10E+03,5.20E+00,5.81E+00,8.96E-01,0.047650796
1.10E+03,5.21E+00,5.82E+00,8.96E-01,0.04763587
1.10E+03,5.22E+00,5.83E+00,8.96E-01,0.047606308
1.10E+03,5.23E+00,5.84E+00,8.96E-01,0.047565802
1.11E+03,5.24E+00,5.85E+00,8.96E-01,0.047520561
1.11E+03,5.25E+00,5.86E+00,8.96E-01,0.047477349
1.11E+03,5.26E+00,5.87E+00,8.97E-01,0.047441877
1.11E+03,5.27E+00,5.88E+00,8.97E-01,0.047416914
1.11E+03,5.28E+00,5.89E+00,8.97E-01,0.047401793
1.11E+03,5.29E+00,5.90E+00,8.97E-01,0.047392857
1.11E+03,5.30E+00,5.91E+00,8.97E-01,0.047384646
1.11E+03,5.31E+00,5.93E+00,8.97E-01,0.047371676
1.11E+03,5.32E+00,5.94E+00,8.97E-01,0.047349963
1.11E+03,5.33E+00,5.95E+00,8.97E-01,0.047318609
1.11E+03,5.35E+00,5.96E+00,8.97E-01,0.04727895
1.11E+03,5.36E+00,5.97E+00,8.97E-01,0.047233506
1.11E+03,5.37E+00,5.98E+00,8.97E-01,0.047185061
1.11E+03,5.38E+00,6.00E+00,8.97E-01,0.047135187
1.11E+03,5.39E+00,6.01E+00,8.97E-01,0.047083457
1.11E+03,5.40E+00,6.02E+00,8.97E-01,0.047029686
1.11E+03,5.42E+00,6.03E+00,8.97E-01,0.046974353
1.11E+03,5.43E+00,6.05E+00,8.98E-01,0.046921252
1.11E+03,5.44E+00,6.06E+00,8.98E-01,0.046877153
1.11E+03,5.46E+00,6.08E+00,8.98E-01,0.046850365
1.11E+03,5.47E+00,6.09E+00,8.98E-01,0.046848489
1.12E+03,5.48E+00,6.11E+00,8.98E-01,0.046874345
1.12E+03,5.49E+00,6.12E+00,8.98E-01,0.046923537
1.12E+03,5.50E+00,6.13E+00,8.97E-01,0.046984788
1.12E+03,5.52E+00,6.15E+00,8.97E-01,0.047041542
1.12E+03,5.53E+00,6.16E+00,8.97E-01,0.047077348
1.12E+03,5.54E+00,6.18E+00,8.97E-01,0.047080401
1.12E+03,5.56E+00,6.19E+00,8.97E-01,0.047048126
1.12E+03,5.57E+00,6.20E+00,8.97E-01,0.04698717
1.12E+03,5.58E+00,6.22E+00,8.98E-01,0.046911818
1.12E+03,5.59E+00,6.23E+00,8.98E-01,0.046838508
1.12E+03,5.61E+00,6.24E+00,8.98E-01,0.046781311
1.12E+03,5.62E+00,6.26E+00,8.98E-01,0.046747881
1.12E+03,5.63E+00,6.27E+00,8.98E-01,0.046737982
1.12E+03,5.64E+00,6.28E+00,8.98E-01,0.046746139
1.12E+03,5.66E+00,6.30E+00,8.98E-01,0.04676399
1.12E+03,5.67E+00,6.31E+00,8.98E-01,0.046785356
1.12E+03,5.68E+00,6.33E+00,8.98E-01,0.046806713
1.12E+03,5.69E+00,6.34E+00,8.98E-01,0.046828559
1.12E+03,5.71E+00,6.36E+00,8.98E-01,0.046851483
1.12E+03,5.72E+00,6.37E+00,8.98E-01,0.046875137
1.12E+03,5.73E+00,6.39E+00,8.98E-01,0.046894802
1.13E+03,5.75E+00,6.40E+00,8.98E-01,0.046902633
1.13E+03,5.76E+00,6.42E+00,8.98E-01,0.046889105
1.13E+03,5.77E+00,6.43E+00,8.98E-01,0.046846941
1.13E+03,5.78E+00,6.44E+00,8.98E-01,0.046773798
1.13E+03,5.80E+00,6.45E+00,8.98E-01,0.046674472
1.13E+03,5.81E+00,6.47E+00,8.98E-01,0.046560306
1.13E+03,5.82E+00,6.48E+00,8.99E-01,0.046446207
1.13E+03,5.83E+00,6.49E+00,8.99E-01,0.046347157
1.13E+03,5.85E+00,6.51E+00,8.99E-01,0.046274449
1.13E+03,5.86E+00,6.52E+00,8.99E-01,0.046232977
1.13E+03,5.87E+00,6.53E+00,8.99E-01,0.046221203
1.13E+03,5.88E+00,6.54E+00,8.99E-01,0.046232146
1.13E+03,5.89E+00,6.55E+00,8.99E-01,0.046256591
1.13E+03,5.90E+00,6.57E+00,8.99E-01,0.046285173
1.13E+03,5.91E+00,6.58E+00,8.99E-01,0.046311588
1.13E+03,5.93E+00,6.59E+00,8.99E-01,0.04633308
1.13E+03,5.94E+00,6.61E+00,8.99E-01,0.046351263
1.13E+03,5.95E+00,6.62E+00,8.99E-01,0.046369911
1.13E+03,5.96E+00,6.63E+00,8.99E-01,0.046394277
1.13E+03,5.97E+00,6.64E+00,8.99E-01,0.046427729
1.13E+03,5.98E+00,6.65E+00,8.99E-01,0.046471293
1.14E+03,5.99E+00,6.66E+00,8.98E-01,0.046522045
1.14E+03,6.00E+00,6.68E+00,8.98E-01,0.046574588
1.14E+03,6.01E+00,6.69E+00,8.98E-01,0.046621487
1.14E+03,6.01E+00,6.70E+00,8.98E-01,0.046655477
1.14E+03,6.02E+00,6.71E+00,8.98E-01,0.046671384
1.14E+03,6.03E+00,6.71E+00,8.98E-01,0.046666909
1.14E+03,6.04E+00,6.72E+00,8.98E-01,0.046642793
1.14E+03,6.04E+00,6.73E+00,8.98E-01,0.046601856
1.14E+03,6.05E+00,6.73E+00,8.98E-01,0.04654833
1.14E+03,6.05E+00,6.74E+00,8.98E-01,0.046486939
1.14E+03,6.06E+00,6.75E+00,8.99E-01,0.046422837
1.14E+03,6.07E+00,6.75E+00,8.99E-01,0.046361287
1.14E+03,6.08E+00,6.76E+00,8.99E-01,0.04630883
1.14E+03,6.08E+00,6.77E+00,8.99E-01,0.04627207
1.14E+03,6.09E+00,6.78E+00,8.99E-01,0.046257115
1.14E+03,6.10E+00,6.79E+00,8.99E-01,0.046266731
1.14E+03,6.11E+00,6.80E+00,8.99E-01,0.046299223
1.14E+03,6.12E+00,6.81E+00,8.99E-01,0.046345919
1.14E+03,6.14E+00,6.83E+00,8.99E-01,0.046393052
1.14E+03,6.15E+00,6.84E+00,8.99E-01,0.046423495
1.15E+03,6.16E+00,6.86E+00,8.99E-01,0.046421654
1.15E+03,6.18E+00,6.87E+00,8.99E-01,0.046377769
1.15E+03,6.19E+00,6.89E+00,8.99E-01,0.046290691
1.15E+03,6.20E+00,6.90E+00,8.99E-01,0.046169122
1.15E+03,6.21E+00,6.91E+00,8.99E-01,0.046029034
1.15E+03,6.23E+00,6.92E+00,9.00E-01,0.045890399
1.15E+03,6.24E+00,6.93E+00,9.00E-01,0.045771985
1.15E+03,6.25E+00,6.94E+00,9.00E-01,0.045688436
1.15E+03,6.26E+00,6.95E+00,9.00E-01,0.045647181
1.15E+03,6.27E+00,6.97E+00,9.00E-01,0.045649747
1.15E+03,6.28E+00,6.98E+00,9.00E-01,0.045691887
1.15E+03,6.29E+00,6.99E+00,9.00E-01,0.045766174
1.15E+03,6.29E+00,7.00E+00,9.00E-01,0.045862463
1.15E+03,6.30E+00,7.01E+00,9.00E-01,0.045969735
1.15E+03,6.31E+00,7.02E+00,8.99E-01,0.046076316
1.15E+03,6.32E+00,7.03E+00,8.99E-01,0.046170719
1.15E+03,6.33E+00,7.04E+00,8.99E-01,0.046243696
1.15E+03,6.34E+00,7.05E+00,8.99E-01,0.046288748
1.15E+03,6.34E+00,7.06E+00,8.99E-01,0.046304501
1.15E+03,6.35E+00,7.07E+00,8.99E-01,0.046294162
1.15E+03,6.36E+00,7.08E+00,8.99E-01,0.046264999
1.16E+03,6.37E+00,7.09E+00,8.99E-01,0.046226524
1.16E+03,6.38E+00,7.10E+00,8.99E-01,0.046187087
1.16E+03,6.39E+00,7.10E+00,8.99E-01,0.046153103
1.16E+03,6.40E+00,7.11E+00,8.99E-01,0.046127158
1.16E+03,6.41E+00,7.12E+00,8.99E-01,0.04610934
1.16E+03,6.41E+00,7.13E+00,8.99E-01,0.046097931
1.16E+03,6.42E+00,7.14E+00,8.99E-01,0.046091306
1.16E+03,6.43E+00,7.15E+00,8.99E-01,0.04608752
1.16E+03,6.44E+00,7.16E+00,8.99E-01,0.046085646
1.16E+03,6.45E+00,7.17E+00,8.99E-01,0.046083772
1.16E+03,6.46E+00,7.18E+00,8.99E-01,0.046079382
1.16E+03,6.47E+00,7.19E+00,8.99E-01,0.046069233
1.16E+03,6.48E+00,7.20E+00,8.99E-01,0.046051331
1.16E+03,6.49E+00,7.21E+00,8.99E-01,0.046025946
1.16E+03,6.49E+00,7.22E+00,9.00E-01,0.045996825
1.16E+03,6.50E+00,7.23E+00,9.00E-01,0.045970839
1.16E+03,6.51E+00,7.24E+00,9.00E-01,0.045955938
1.16E+03,6.52E+00,7.25E+00,9.00E-01,0.045958553
1.16E+03,6.53E+00,7.26E+00,9.00E-01,0.045981016
1.16E+03,6.54E+00,7.27E+00,8.99E-01,0.046020332
1.16E+03,6.55E+00,7.28E+00,8.99E-01,0.046069025
1.17E+03,6.56E+00,7.29E+00,8.99E-01,0.046117651
1.17E+03,6.57E+00,7.30E+00,8.99E-01,0.046157745
1.17E+03,6.58E+00,7.31E+00,8.99E-01,0.046184283
1.17E+03,6.59E+00,7.33E+00,8.99E-01,0.046196323
1.17E+03,6.60E+00,7.34E+00,8.99E-01,0.046195801
1.17E+03,6.61E+00,7.35E+00,8.99E-01,0.046185337
1.17E+03,6.62E+00,7.36E+00,8.99E-01,0.046166431
1.17E+03,6.63E+00,7.37E+00,8.99E-01,0.046138463
1.17E+03,6.64E+00,7.38E+00,8.99E-01,0.046099909
1.17E+03,6.64E+00,7.39E+00,8.99E-01,0.046050444
1.17E+03,6.65E+00,7.40E+00,9.00E-01,0.045992904
1.17E+03,6.66E+00,7.41E+00,9.00E-01,0.045934223
1.17E+03,6.67E+00,7.42E+00,9.00E-01,0.045884297
1.17E+03,6.68E+00,7.43E+00,9.00E-01,0.045853047
1.17E+03,6.69E+00,7.44E+00,9.00E-01,0.045847444
1.17E+03,6.70E+00,7.45E+00,9.00E-01,0.045868515
1.17E+03,6.71E+00,7.46E+00,9.00E-01,0.045911186
1.17E+03,6.71E+00,7.46E+00,9.00E-01,0.045965104
1.17E+03,6.72E+00,7.47E+00,8.99E-01,0.046018714
1.17E+03,6.73E+00,7.48E+00,8.99E-01,0.046061533
1.17E+03,6.73E+00,7.49E+00,8.99E-01,0.046087641
1.18E+03,6.74E+00,7.50E+00,8.99E-01,0.046096164
1.18E+03,6.75E+00,7.50E+00,8.99E-01,0.046089855
1.18E+03,6.75E+00,7.51E+00,8.99E-01,0.046073689
1.18E+03,6.76E+00,7.51E+00,8.99E-01,0.04605261
1.18E+03,6.76E+00,7.51E+00,8.99E-01,0.046029587
1.18E+03,6.76E+00,7.52E+00,8.99E-01,0.046005692
1.18E+03,6.76E+00,7.52E+00,9.00E-01,0.045980167
1.18E+03,6.76E+00,7.52E+00,9.00E-01,0.045951759
1.18E+03,6.77E+00,7.52E+00,9.00E-01,0.045919844
1.18E+03,6.77E+00,7.53E+00,9.00E-01,0.045883709
1.18E+03,6.78E+00,7.53E+00,9.00E-01,0.045844004
1.18E+03,6.79E+00,7.54E+00,9.00E-01,0.045801666
1.18E+03,6.80E+00,7.55E+00,9.00E-01,0.045758187
1.18E+03,6.81E+00,7.57E+00,9.00E-01,0.045714962
1.18E+03,6.83E+00,7.58E+00,9.00E-01,0.045674577
1.18E+03,6.84E+00,7.60E+00,9.00E-01,0.04563992
1.18E+03,6.86E+00,7.62E+00,9.00E-01,0.045614123
1.18E+03,6.87E+00,7.63E+00,9.00E-01,0.045600174
1.18E+03,6.88E+00,7.65E+00,9.00E-01,0.045599834
1.18E+03,6.90E+00,7.66E+00,9.00E-01,0.045613189
1.19E+03,6.90E+00,7.67E+00,9.00E-01,0.045637858
1.19E+03,6.91E+00,7.68E+00,9.00E-01,0.04566939
1.19E+03,6.92E+00,7.69E+00,9.00E-01,0.045702082
1.19E+03,6.93E+00,7.70E+00,9.00E-01,0.045729975
1.19E+03,6.94E+00,7.71E+00,9.00E-01,0.045748251
1.19E+03,6.95E+00,7.72E+00,9.00E-01,0.045754321
1.19E+03,6.95E+00,7.73E+00,9.00E-01,0.045748704
1.19E+03,6.96E+00,7.73E+00,9.00E-01,0.04573432
1.19E+03,6.97E+00,7.74E+00,9.00E-01,0.04571658
1.19E+03,6.98E+00,7.75E+00,9.00E-01,0.045701527
1.19E+03,6.98E+00,7.76E+00,9.00E-01,0.045695601
1.19E+03,6.99E+00,7.77E+00,9.00E-01,0.045702439
1.19E+03,7.00E+00,7.77E+00,9.00E-01,0.045723986
1.19E+03,7.00E+00,7.78E+00,9.00E-01,0.045758396
1.19E+03,7.01E+00,7.79E+00,9.00E-01,0.045801456
1.19E+03,7.02E+00,7.80E+00,9.00E-01,0.045846611
1.19E+03,7.02E+00,7.80E+00,9.00E-01,0.045887358
1.19E+03,7.03E+00,7.81E+00,9.00E-01,0.04591735
1.19E+03,7.03E+00,7.82E+00,9.00E-01,0.045933265
1.19E+03,7.04E+00,7.82E+00,9.00E-01,0.045934129
1.19E+03,7.05E+00,7.83E+00,9.00E-01,0.045922073
1.20E+03,7.05E+00,7.84E+00,9.00E-01,0.045901574
1.20E+03,7.06E+00,7.85E+00,9.00E-01,0.045878229
1.20E+03,7.07E+00,7.85E+00,9.00E-01,0.045857415
1.20E+03,7.07E+00,7.86E+00,9.00E-01,0.04584361
1.20E+03,7.08E+00,7.87E+00,9.00E-01,0.045838448
1.20E+03,7.09E+00,7.87E+00,9.00E-01,0.045841498
1.20E+03,7.09E+00,7.88E+00,9.00E-01,0.0458491
1.20E+03,7.10E+00,7.89E+00,9.00E-01,0.045856161
1.20E+03,7.11E+00,7.90E+00,9.00E-01,0.045856694
1.20E+03,7.12E+00,7.91E+00,9.00E-01,0.045846381
1.20E+03,7.13E+00,7.92E+00,9.00E-01,0.045822813
1.20E+03,7.13E+00,7.93E+00,9.00E-01,0.045787664
1.20E+03,7.14E+00,7.93E+00,9.00E-01,0.045746183
1.20E+03,7.15E+00,7.94E+00,9.00E-01,0.045706485
1.20E+03,7.16E+00,7.95E+00,9.00E-01,0.045677273
1.20E+03,7.16E+00,7.96E+00,9.00E-01,0.045665839
1.20E+03,7.17E+00,7.96E+00,9.00E-01,0.045675596
1.20E+03,7.18E+00,7.97E+00,9.00E-01,0.045705012
1.20E+03,7.18E+00,7.98E+00,9.00E-01,0.045747626
1.20E+03,7.19E+00,7.99E+00,9.00E-01,0.045794045
1.20E+03,7.19E+00,7.99E+00,9.00E-01,0.045834057
1.21E+03,7.20E+00,8.00E+00,9.00E-01,0.045859473
1.21E+03,7.21E+00,8.01E+00,9.00E-01,0.045865941
1.21E+03,7.21E+00,8.02E+00,9.00E-01,0.045853999
1.21E+03,7.22E+00,8.02E+00,9.00E-01,0.045827931
1.21E+03,7.23E+00,8.03E+00,9.00E-01,0.045794716
1.21E+03,7.23E+00,8.04E+00,9.00E-01,0.04576155
1.21E+03,7.24E+00,8.04E+00,9.00E-01,0.045734291
1.21E+03,7.24E+00,8.05E+00,9.00E-01,0.045716051
1.21E+03,7.25E+00,8.05E+00,9.00E-01,0.045707974
1.21E+03,7.26E+00,8.06E+00,9.00E-01,0.045709365
1.21E+03,7.26E+00,8.07E+00,9.00E-01,0.045718724
1.21E+03,7.27E+00,8.07E+00,9.00E-01,0.045734316
1.21E+03,7.27E+00,8.08E+00,9.00E-01,0.045755221
1.21E+03,7.28E+00,8.09E+00,9.00E-01,0.04578015
1.21E+03,7.28E+00,8.09E+00,9.00E-01,0.045807575
1.21E+03,7.29E+00,8.10E+00,9.00E-01,0.045835464
1.21E+03,7.29E+00,8.11E+00,9.00E-01,0.045861476
1.21E+03,7.30E+00,8.11E+00,9.00E-01,0.045882927
1.21E+03,7.31E+00,8.12E+00,9.00E-01,0.04589847
1.21E+03,7.31E+00,8.13E+00,9.00E-01,0.045908216
1.21E+03,7.32E+00,8.14E+00,9.00E-01,0.045913343
1.22E+03,7.33E+00,8.14E+00,9.00E-01,0.045916749
1.22E+03,7.33E+00,8.15E+00,9.00E-01,0.045920489
1.22E+03,7.34E+00,8.16E+00,9.00E-01,0.045926049
1.22E+03,7.34E+00,8.16E+00,9.00E-01,0.045932697
