Wavenumber,Absorbance (I),Background (I0),T,A
4.28E+02,1.46E-01,6.52E-01,2.25E-01,0.648760475
4.29E+02,1.48E-01,6.59E-01,2.24E-01,0.649912319
4.29E+02,1.49E-01,6.66E-01,2.23E-01,0.651842592
4.30E+02,1.49E-01,6.73E-01,2.22E-01,0.65400405
4.30E+02,1.50E-01,6.79E-01,2.21E-01,0.656032389
4.31E+02,1.51E-01,6.86E-01,2.20E-01,0.657890771
4.31E+02,1.52E-01,6.94E-01,2.19E-01,0.659778166
4.32E+02,1.53E-01,7.01E-01,2.18E-01,0.661863551
4.32E+02,1.54E-01,7.08E-01,2.17E-01,0.664035628
4.32E+02,1.54E-01,7.15E-01,2.16E-01,0.665863315
4.33E+02,1.55E-01,7.21E-01,2.15E-01,0.666674268
4.33E+02,1.57E-01,7.27E-01,2.16E-01,0.665983393
4.34E+02,1.59E-01,7.31E-01,2.17E-01,0.663740191
4.34E+02,1.61E-01,7.35E-01,2.19E-01,0.660381428
4.35E+02,1.63E-01,7.39E-01,2.20E-01,0.656605585
4.35E+02,1.65E-01,7.42E-01,2.22E-01,0.653021095
4.36E+02,1.67E-01,7.45E-01,2.24E-01,0.649862192
4.36E+02,1.69E-01,7.49E-01,2.25E-01,0.646951168
4.37E+02,1.71E-01,7.55E-01,2.27E-01,0.643901736
4.37E+02,1.74E-01,7.61E-01,2.29E-01,0.640476295
4.38E+02,1.77E-01,7.69E-01,2.31E-01,0.636842671
4.38E+02,1.81E-01,7.78E-01,2.32E-01,0.633583914
4.39E+02,1.84E-01,7.86E-01,2.34E-01,0.631432247
4.39E+02,1.86E-01,7.93E-01,2.34E-01,0.630908231
4.40E+02,1.87E-01,7.99E-01,2.33E-01,0.632051487
4.40E+02,1.87E-01,8.05E-01,2.32E-01,0.634365913
4.41E+02,1.87E-01,8.09E-01,2.31E-01,0.637006893
4.41E+02,1.87E-01,8.13E-01,2.30E-01,0.63913363
4.42E+02,1.87E-01,8.17E-01,2.29E-01,0.640261962
4.42E+02,1.88E-01,8.22E-01,2.29E-01,0.640427115
4.43E+02,1.89E-01,8.27E-01,2.29E-01,0.64004448
4.43E+02,1.91E-01,8.33E-01,2.29E-01,0.639592385
4.44E+02,1.93E-01,8.39E-01,2.29E-01,0.639304152
4.44E+02,1.94E-01,8.46E-01,2.30E-01,0.639056941
4.45E+02,1.96E-01,8.53E-01,2.30E-01,0.638514578
4.45E+02,1.98E-01,8.60E-01,2.30E-01,0.637399455
4.45E+02,2.01E-01,8.67E-01,2.31E-01,0.635737538
4.46E+02,2.03E-01,8.74E-01,2.32E-01,0.633887882
4.46E+02,2.05E-01,8.81E-01,2.33E-01,0.632345262
4.47E+02,2.07E-01,8.88E-01,2.34E-01,0.631444505
4.47E+02,2.09E-01,8.93E-01,2.34E-01,0.631139209
4.48E+02,2.10E-01,8.99E-01,2.34E-01,0.63098993
4.48E+02,2.12E-01,9.04E-01,2.34E-01,0.630389268
4.49E+02,2.13E-01,9.08E-01,2.35E-01,0.628903159
4.49E+02,2.16E-01,9.13E-01,2.36E-01,0.626539992
4.50E+02,2.18E-01,9.16E-01,2.38E-01,0.623771828
4.50E+02,2.20E-01,9.19E-01,2.39E-01,0.621294188
4.51E+02,2.21E-01,9.21E-01,2.40E-01,0.619666746
4.51E+02,2.22E-01,9.22E-01,2.40E-01,0.619034904
4.52E+02,2.22E-01,9.24E-01,2.40E-01,0.61906878
4.52E+02,2.23E-01,9.26E-01,2.40E-01,0.619158921
4.53E+02,2.24E-01,9.29E-01,2.41E-01,0.61877008
4.53E+02,2.25E-01,9.34E-01,2.41E-01,0.617757973
4.54E+02,2.27E-01,9.38E-01,2.42E-01,0.616455484
4.54E+02,2.28E-01,9.43E-01,2.42E-01,0.615462605
4.55E+02,2.29E-01,9.46E-01,2.42E-01,0.615292707
4.55E+02,2.29E-01,9.47E-01,2.42E-01,0.616070358
4.56E+02,2.28E-01,9.46E-01,2.41E-01,0.617437855
4.56E+02,2.27E-01,9.45E-01,2.41E-01,0.618714648
4.57E+02,2.27E-01,9.44E-01,2.40E-01,0.619237423
4.57E+02,2.27E-01,9.44E-01,2.41E-01,0.618708191
4.58E+02,2.28E-01,9.46E-01,2.41E-01,0.617351692
4.58E+02,2.30E-01,9.51E-01,2.42E-01,0.615758981
4.59E+02,2.33E-01,9.58E-01,2.43E-01,0.614527278
4.59E+02,2.35E-01,9.66E-01,2.43E-01,0.613919097
4.59E+02,2.37E-01,9.75E-01,2.43E-01,0.613735025
4.60E+02,2.40E-01,9.84E-01,2.44E-01,0.613474409
4.60E+02,2.42E-01,9.93E-01,2.44E-01,0.612653139
4.61E+02,2.45E-01,1.00E+00,2.45E-01,0.611118308
4.61E+02,2.48E-01,1.01E+00,2.46E-01,0.609152519
4.62E+02,2.50E-01,1.01E+00,2.47E-01,0.607327093
4.62E+02,2.52E-01,1.02E+00,2.48E-01,0.606190395
4.63E+02,2.53E-01,1.02E+00,2.48E-01,0.605964244
4.63E+02,2.54E-01,1.03E+00,2.47E-01,0.606431074
4.64E+02,2.55E-01,1.03E+00,2.47E-01,0.606999749
4.64E+02,2.56E-01,1.04E+00,2.47E-01,0.607038761
4.65E+02,2.58E-01,1.04E+00,2.48E-01,0.606176318
4.65E+02,2.60E-01,1.05E+00,2.49E-01,0.604452182
4.66E+02,2.63E-01,1.05E+00,2.50E-01,0.602234103
4.66E+02,2.65E-01,1.06E+00,2.51E-01,0.599973886
4.67E+02,2.67E-01,1.06E+00,2.52E-01,0.597955369
4.67E+02,2.69E-01,1.06E+00,2.53E-01,0.596187926
4.68E+02,2.72E-01,1.07E+00,2.54E-01,0.59449782
4.68E+02,2.74E-01,1.07E+00,2.55E-01,0.592743623
4.69E+02,2.77E-01,1.08E+00,2.56E-01,0.59101584
4.69E+02,2.80E-01,1.09E+00,2.57E-01,0.58967096
4.70E+02,2.81E-01,1.09E+00,2.58E-01,0.589174435
4.70E+02,2.82E-01,1.10E+00,2.57E-01,0.589838988
4.71E+02,2.81E-01,1.10E+00,2.56E-01,0.591602442
4.71E+02,2.80E-01,1.10E+00,2.55E-01,0.593965084
4.72E+02,2.78E-01,1.10E+00,2.53E-01,0.596139712
4.72E+02,2.78E-01,1.10E+00,2.53E-01,0.597379598
4.72E+02,2.79E-01,1.10E+00,2.53E-01,0.597332072
4.73E+02,2.82E-01,1.11E+00,2.53E-01,0.59620878
4.73E+02,2.85E-01,1.12E+00,2.54E-01,0.594646103
4.74E+02,2.89E-01,1.13E+00,2.55E-01,0.593356187
4.74E+02,2.92E-01,1.14E+00,2.55E-01,0.592769307
4.75E+02,2.95E-01,1.15E+00,2.55E-01,0.592865922
4.75E+02,2.97E-01,1.17E+00,2.55E-01,0.593259555
4.76E+02,3.00E-01,1.18E+00,2.55E-01,0.593448276
4.76E+02,3.02E-01,1.18E+00,2.55E-01,0.593112962
4.77E+02,3.05E-01,1.19E+00,2.56E-01,0.59227661
4.77E+02,3.08E-01,1.20E+00,2.56E-01,0.59125627
4.78E+02,3.11E-01,1.21E+00,2.57E-01,0.590446782
4.78E+02,3.13E-01,1.22E+00,2.57E-01,0.590072305
4.79E+02,3.15E-01,1.23E+00,2.57E-01,0.590063102
4.79E+02,3.17E-01,1.23E+00,2.57E-01,0.590116308
4.80E+02,3.19E-01,1.24E+00,2.57E-01,0.589914961
4.80E+02,3.21E-01,1.25E+00,2.57E-01,0.589362025
4.81E+02,3.24E-01,1.26E+00,2.58E-01,0.588685794
4.81E+02,3.26E-01,1.26E+00,2.58E-01,0.588345927
4.82E+02,3.26E-01,1.27E+00,2.58E-01,0.588787878
4.82E+02,3.26E-01,1.27E+00,2.57E-01,0.590176757
4.83E+02,3.26E-01,1.27E+00,2.56E-01,0.592256791
4.83E+02,3.25E-01,1.28E+00,2.54E-01,0.594403855
4.84E+02,3.25E-01,1.28E+00,2.54E-01,0.5958707
4.84E+02,3.26E-01,1.29E+00,2.53E-01,0.596118853
4.85E+02,3.28E-01,1.29E+00,2.54E-01,0.595056331
4.85E+02,3.32E-01,1.30E+00,2.55E-01,0.593049913
4.85E+02,3.36E-01,1.31E+00,2.57E-01,0.590708775
4.86E+02,3.40E-01,1.32E+00,2.58E-01,0.588585494
4.86E+02,3.44E-01,1.33E+00,2.59E-01,0.586945326
4.87E+02,3.48E-01,1.34E+00,2.60E-01,0.585724468
4.87E+02,3.51E-01,1.35E+00,2.60E-01,0.58465331
4.88E+02,3.55E-01,1.36E+00,2.61E-01,0.583459077
4.88E+02,3.58E-01,1.37E+00,2.62E-01,0.58203399
4.89E+02,3.62E-01,1.38E+00,2.63E-01,0.580474474
4.89E+02,3.65E-01,1.39E+00,2.64E-01,0.57899445
4.90E+02,3.69E-01,1.39E+00,2.64E-01,0.577776922
4.90E+02,3.71E-01,1.40E+00,2.65E-01,0.576863167
4.91E+02,3.74E-01,1.41E+00,2.65E-01,0.576144712
4.91E+02,3.76E-01,1.41E+00,2.66E-01,0.575447005
4.92E+02,3.79E-01,1.42E+00,2.66E-01,0.574662986
4.92E+02,3.81E-01,1.43E+00,2.67E-01,0.573828442
4.93E+02,3.84E-01,1.44E+00,2.67E-01,0.573108113
4.93E+02,3.87E-01,1.45E+00,2.67E-01,0.572689777
4.94E+02,3.89E-01,1.46E+00,2.68E-01,0.572660254
4.94E+02,3.92E-01,1.46E+00,2.67E-01,0.572943717
4.95E+02,3.94E-01,1.47E+00,2.67E-01,0.573310483
4.95E+02,3.96E-01,1.48E+00,2.67E-01,0.573514273
4.96E+02,3.99E-01,1.49E+00,2.67E-01,0.57341301
4.96E+02,4.02E-01,1.50E+00,2.67E-01,0.573040455
4.97E+02,4.05E-01,1.51E+00,2.68E-01,0.572567571
4.97E+02,4.07E-01,1.52E+00,2.68E-01,0.572189895
4.98E+02,4.10E-01,1.53E+00,2.68E-01,0.572001219
4.98E+02,4.12E-01,1.54E+00,2.68E-01,0.571933651
4.99E+02,4.15E-01,1.55E+00,2.68E-01,0.571796044
4.99E+02,4.17E-01,1.56E+00,2.68E-01,0.571390971
4.99E+02,4.20E-01,1.56E+00,2.69E-01,0.570637694
5.00E+02,4.23E-01,1.57E+00,2.69E-01,0.56962927
5.00E+02,4.26E-01,1.58E+00,2.70E-01,0.56858845
5.01E+02,4.29E-01,1.58E+00,2.71E-01,0.567747872
5.01E+02,4.31E-01,1.59E+00,2.71E-01,0.567228731
5.02E+02,4.33E-01,1.60E+00,2.71E-01,0.566981343
5.02E+02,4.36E-01,1.61E+00,2.71E-01,0.566823597
5.03E+02,4.39E-01,1.62E+00,2.71E-01,0.566553054
5.03E+02,4.43E-01,1.63E+00,2.72E-01,0.566062397
5.04E+02,4.47E-01,1.64E+00,2.72E-01,0.565392853
5.04E+02,4.51E-01,1.65E+00,2.72E-01,0.564690539
5.05E+02,4.54E-01,1.66E+00,2.73E-01,0.564104173
5.05E+02,4.57E-01,1.67E+00,2.73E-01,0.563689078
5.06E+02,4.60E-01,1.68E+00,2.73E-01,0.563375568
5.06E+02,4.63E-01,1.69E+00,2.74E-01,0.563021431
5.07E+02,4.66E-01,1.70E+00,2.74E-01,0.562514932
5.07E+02,4.69E-01,1.71E+00,2.74E-01,0.561862571
5.08E+02,4.73E-01,1.72E+00,2.75E-01,0.561192644
5.08E+02,4.77E-01,1.73E+00,2.75E-01,0.560673476
5.09E+02,4.81E-01,1.75E+00,2.75E-01,0.560381763
5.09E+02,4.84E-01,1.76E+00,2.75E-01,0.56021266
5.10E+02,4.87E-01,1.77E+00,2.75E-01,0.559885876
5.10E+02,4.91E-01,1.78E+00,2.76E-01,0.559065757
5.11E+02,4.96E-01,1.79E+00,2.77E-01,0.557541677
5.11E+02,5.01E-01,1.80E+00,2.78E-01,0.555372919
5.12E+02,5.07E-01,1.81E+00,2.80E-01,0.552914113
5.12E+02,5.12E-01,1.82E+00,2.81E-01,0.55069182
5.12E+02,5.17E-01,1.83E+00,2.82E-01,0.549195456
5.13E+02,5.21E-01,1.84E+00,2.83E-01,0.548682665
5.13E+02,5.23E-01,1.85E+00,2.82E-01,0.549086908
5.14E+02,5.24E-01,1.86E+00,2.82E-01,0.550059473
5.14E+02,5.25E-01,1.87E+00,2.81E-01,0.551125182
5.15E+02,5.27E-01,1.88E+00,2.81E-01,0.551880786
5.15E+02,5.29E-01,1.88E+00,2.80E-01,0.552137169
5.16E+02,5.31E-01,1.89E+00,2.81E-01,0.551946195
5.16E+02,5.34E-01,1.90E+00,2.81E-01,0.551515525
5.17E+02,5.36E-01,1.91E+00,2.81E-01,0.55106281
5.17E+02,5.39E-01,1.92E+00,2.81E-01,0.55070056
5.18E+02,5.42E-01,1.93E+00,2.82E-01,0.550403029
5.18E+02,5.46E-01,1.94E+00,2.82E-01,0.550060173
5.19E+02,5.50E-01,1.95E+00,2.82E-01,0.549571659
5.19E+02,5.55E-01,1.96E+00,2.83E-01,0.548919293
5.20E+02,5.60E-01,1.98E+00,2.83E-01,0.548173885
5.20E+02,5.65E-01,1.99E+00,2.84E-01,0.547442045
5.21E+02,5.70E-01,2.01E+00,2.84E-01,0.546793894
5.21E+02,5.75E-01,2.02E+00,2.84E-01,0.546220577
5.22E+02,5.80E-01,2.04E+00,2.85E-01,0.545652104
5.22E+02,5.84E-01,2.05E+00,2.85E-01,0.545014259
5.23E+02,5.89E-01,2.06E+00,2.86E-01,0.544296491
5.23E+02,5.93E-01,2.07E+00,2.86E-01,0.543567673
5.24E+02,5.96E-01,2.08E+00,2.86E-01,0.542940992
5.24E+02,5.98E-01,2.09E+00,2.87E-01,0.542497685
5.25E+02,6.00E-01,2.09E+00,2.87E-01,0.542219612
5.25E+02,6.02E-01,2.10E+00,2.87E-01,0.541979634
5.26E+02,6.05E-01,2.10E+00,2.87E-01,0.541589337
5.26E+02,6.08E-01,2.11E+00,2.88E-01,0.540907542
5.26E+02,6.12E-01,2.12E+00,2.88E-01,0.539927554
5.27E+02,6.18E-01,2.14E+00,2.89E-01,0.538798995
5.27E+02,6.23E-01,2.15E+00,2.90E-01,0.537762009
5.28E+02,6.28E-01,2.16E+00,2.90E-01,0.537030823
5.28E+02,6.33E-01,2.18E+00,2.91E-01,0.536687578
5.29E+02,6.36E-01,2.19E+00,2.91E-01,0.536644098
5.29E+02,6.40E-01,2.20E+00,2.91E-01,0.536688774
5.30E+02,6.43E-01,2.21E+00,2.91E-01,0.536594975
5.30E+02,6.46E-01,2.22E+00,2.91E-01,0.53623551
5.31E+02,6.50E-01,2.23E+00,2.91E-01,0.535640615
5.31E+02,6.53E-01,2.24E+00,2.92E-01,0.534971675
5.32E+02,6.56E-01,2.25E+00,2.92E-01,0.534427568
5.32E+02,6.59E-01,2.25E+00,2.92E-01,0.534137141
5.33E+02,6.61E-01,2.26E+00,2.92E-01,0.534098336
5.33E+02,6.63E-01,2.27E+00,2.92E-01,0.534190009
5.34E+02,6.64E-01,2.27E+00,2.92E-01,0.534248372
5.34E+02,6.66E-01,2.28E+00,2.92E-01,0.534159234
5.35E+02,6.68E-01,2.28E+00,2.92E-01,0.533916716
5.35E+02,6.71E-01,2.29E+00,2.93E-01,0.533607059
5.36E+02,6.73E-01,2.30E+00,2.93E-01,0.533344077
5.36E+02,6.75E-01,2.30E+00,2.93E-01,0.533186425
5.37E+02,6.76E-01,2.31E+00,2.93E-01,0.533092593
5.37E+02,6.78E-01,2.31E+00,2.93E-01,0.532942028
5.38E+02,6.80E-01,2.32E+00,2.93E-01,0.532602547
5.38E+02,6.82E-01,2.32E+00,2.94E-01,0.532011968
5.39E+02,6.85E-01,2.33E+00,2.94E-01,0.531216656
5.39E+02,6.88E-01,2.33E+00,2.95E-01,0.530345669
5.39E+02,6.90E-01,2.34E+00,2.95E-01,0.529538681
5.40E+02,6.92E-01,2.34E+00,2.96E-01,0.528866558
5.40E+02,6.94E-01,2.34E+00,2.96E-01,0.528298274
5.41E+02,6.95E-01,2.34E+00,2.97E-01,0.52772337
5.41E+02,6.97E-01,2.35E+00,2.97E-01,0.527032122
5.42E+02,7.00E-01,2.35E+00,2.98E-01,0.526188869
5.42E+02,7.03E-01,2.36E+00,2.98E-01,0.525266661
5.43E+02,7.06E-01,2.36E+00,2.99E-01,0.524412054
5.43E+02,7.09E-01,2.37E+00,2.99E-01,0.523761374
5.44E+02,7.11E-01,2.37E+00,3.00E-01,0.523358094
5.44E+02,7.13E-01,2.38E+00,3.00E-01,0.523116604
5.45E+02,7.14E-01,2.38E+00,3.00E-01,0.522854734
5.45E+02,7.17E-01,2.39E+00,3.00E-01,0.52238195
5.46E+02,7.19E-01,2.39E+00,3.01E-01,0.521592556
5.46E+02,7.22E-01,2.39E+00,3.02E-01,0.520515286
5.47E+02,7.26E-01,2.40E+00,3.02E-01,0.519288903
5.47E+02,7.29E-01,2.40E+00,3.03E-01,0.518084324
5.48E+02,7.32E-01,2.41E+00,3.04E-01,0.517013382
5.48E+02,7.34E-01,2.41E+00,3.05E-01,0.51608042
5.49E+02,7.37E-01,2.41E+00,3.05E-01,0.515199504
5.49E+02,7.39E-01,2.42E+00,3.06E-01,0.514262988
5.50E+02,7.42E-01,2.42E+00,3.07E-01,0.513225586
5.50E+02,7.46E-01,2.43E+00,3.08E-01,0.512147679
5.51E+02,7.49E-01,2.43E+00,3.08E-01,0.511174089
5.51E+02,7.52E-01,2.44E+00,3.09E-01,0.510459119
5.52E+02,7.55E-01,2.44E+00,3.09E-01,0.510079904
5.52E+02,7.57E-01,2.45E+00,3.09E-01,0.509988904
5.53E+02,7.58E-01,2.45E+00,3.09E-01,0.510026108
5.53E+02,7.60E-01,2.46E+00,3.09E-01,0.509990842
5.53E+02,7.62E-01,2.46E+00,3.09E-01,0.50973247
5.54E+02,7.64E-01,2.47E+00,3.10E-01,0.509214245
5.54E+02,7.66E-01,2.47E+00,3.10E-01,0.508514298
5.55E+02,7.69E-01,2.48E+00,3.11E-01,0.507775759
5.55E+02,7.71E-01,2.48E+00,3.11E-01,0.507127143
5.56E+02,7.74E-01,2.48E+00,3.11E-01,0.506624315
5.56E+02,7.76E-01,2.49E+00,3.12E-01,0.506236995
5.57E+02,7.78E-01,2.49E+00,3.12E-01,0.505882374
5.57E+02,7.81E-01,2.50E+00,3.12E-01,0.505477462
5.58E+02,7.84E-01,2.51E+00,3.13E-01,0.504979394
5.58E+02,7.87E-01,2.51E+00,3.13E-01,0.504390884
5.59E+02,7.90E-01,2.52E+00,3.14E-01,0.503732904
5.59E+02,7.93E-01,2.52E+00,3.14E-01,0.503013436
5.60E+02,7.96E-01,2.53E+00,3.15E-01,0.50221355
5.60E+02,8.00E-01,2.54E+00,3.15E-01,0.501306796
5.61E+02,8.03E-01,2.54E+00,3.16E-01,0.500298215
5.61E+02,8.07E-01,2.55E+00,3.17E-01,0.499255667
5.62E+02,8.11E-01,2.55E+00,3.17E-01,0.498305891
5.62E+02,8.14E-01,2.56E+00,3.18E-01,0.497588162
5.63E+02,8.17E-01,2.57E+00,3.18E-01,0.497189395
5.63E+02,8.19E-01,2.57E+00,3.18E-01,0.49709459
5.64E+02,8.21E-01,2.58E+00,3.18E-01,0.497181289
5.64E+02,8.22E-01,2.58E+00,3.18E-01,0.497268299
5.65E+02,8.24E-01,2.59E+00,3.18E-01,0.497195731
5.65E+02,8.26E-01,2.59E+00,3.18E-01,0.496898424
5.66E+02,8.29E-01,2.60E+00,3.19E-01,0.496428466
5.66E+02,8.31E-01,2.60E+00,3.19E-01,0.495917939
5.66E+02,8.33E-01,2.61E+00,3.20E-01,0.495500398
5.67E+02,8.35E-01,2.61E+00,3.20E-01,0.495233839
5.67E+02,8.36E-01,2.62E+00,3.20E-01,0.495066585
5.68E+02,8.38E-01,2.62E+00,3.20E-01,0.49486497
5.68E+02,8.41E-01,2.63E+00,3.20E-01,0.494486468
5.69E+02,8.44E-01,2.63E+00,3.21E-01,0.493859077
5.69E+02,8.48E-01,2.64E+00,3.21E-01,0.493020244
5.70E+02,8.53E-01,2.65E+00,3.22E-01,0.49209625
5.70E+02,8.57E-01,2.66E+00,3.23E-01,0.491234618
5.71E+02,8.61E-01,2.66E+00,3.23E-01,0.490528418
5.71E+02,8.64E-01,2.67E+00,3.24E-01,0.489974582
5.72E+02,8.67E-01,2.68E+00,3.24E-01,0.489484723
5.72E+02,8.70E-01,2.68E+00,3.24E-01,0.488940338
5.73E+02,8.74E-01,2.69E+00,3.25E-01,0.488260131
5.73E+02,8.77E-01,2.69E+00,3.26E-01,0.487437868
5.74E+02,8.80E-01,2.70E+00,3.26E-01,0.486536244
5.74E+02,8.83E-01,2.70E+00,3.27E-01,0.485640381
5.75E+02,8.86E-01,2.70E+00,3.27E-01,0.484804943
5.75E+02,8.88E-01,2.71E+00,3.28E-01,0.484026678
5.76E+02,8.91E-01,2.71E+00,3.29E-01,0.483254785
5.76E+02,8.94E-01,2.71E+00,3.29E-01,0.482435235
5.77E+02,8.97E-01,2.72E+00,3.30E-01,0.481554027
5.77E+02,9.01E-01,2.73E+00,3.31E-01,0.480652499
5.78E+02,9.05E-01,2.73E+00,3.31E-01,0.479799234
5.78E+02,9.09E-01,2.74E+00,3.32E-01,0.479039025
5.79E+02,9.12E-01,2.74E+00,3.32E-01,0.478349688
5.79E+02,9.15E-01,2.75E+00,3.33E-01,0.47763679
5.80E+02,9.18E-01,2.75E+00,3.34E-01,0.476777051
5.80E+02,9.22E-01,2.76E+00,3.34E-01,0.475689302
5.80E+02,9.26E-01,2.76E+00,3.35E-01,0.474396209
5.81E+02,9.31E-01,2.77E+00,3.36E-01,0.473035632
5.81E+02,9.35E-01,2.77E+00,3.37E-01,0.47181134
5.82E+02,9.39E-01,2.78E+00,3.38E-01,0.470903473
5.82E+02,9.43E-01,2.78E+00,3.39E-01,0.470385824
5.83E+02,9.45E-01,2.79E+00,3.39E-01,0.470188503
5.83E+02,9.47E-01,2.80E+00,3.39E-01,0.470128558
5.84E+02,9.49E-01,2.80E+00,3.39E-01,0.469991594
5.84E+02,9.52E-01,2.81E+00,3.39E-01,0.469626888
5.85E+02,9.54E-01,2.81E+00,3.40E-01,0.469007598
5.85E+02,9.57E-01,2.81E+00,3.40E-01,0.468226768
5.86E+02,9.59E-01,2.81E+00,3.41E-01,0.467439615
5.86E+02,9.61E-01,2.82E+00,3.41E-01,0.466781766
5.87E+02,9.63E-01,2.82E+00,3.42E-01,0.466306788
5.87E+02,9.64E-01,2.82E+00,3.42E-01,0.465980883
5.88E+02,9.66E-01,2.82E+00,3.42E-01,0.465716205
5.88E+02,9.68E-01,2.83E+00,3.42E-01,0.465433773
5.89E+02,9.71E-01,2.83E+00,3.43E-01,0.465109614
5.89E+02,9.75E-01,2.84E+00,3.43E-01,0.464777479
5.90E+02,9.78E-01,2.85E+00,3.43E-01,0.464492651
5.90E+02,9.81E-01,2.86E+00,3.43E-01,0.464278445
5.91E+02,9.84E-01,2.86E+00,3.43E-01,0.464092428
5.91E+02,9.87E-01,2.87E+00,3.44E-01,0.463834278
5.92E+02,9.90E-01,2.88E+00,3.44E-01,0.463391761
5.92E+02,9.95E-01,2.89E+00,3.45E-01,0.462702942
5.93E+02,9.99E-01,2.89E+00,3.45E-01,0.461795289
5.93E+02,1.00E+00,2.90E+00,3.46E-01,0.460780143
5.93E+02,1.01E+00,2.91E+00,3.47E-01,0.45980322
5.94E+02,1.01E+00,2.92E+00,3.48E-01,0.458979906
5.94E+02,1.02E+00,2.93E+00,3.48E-01,0.458344163
5.95E+02,1.02E+00,2.93E+00,3.48E-01,0.457843317
5.95E+02,1.03E+00,2.94E+00,3.49E-01,0.457372704
5.96E+02,1.03E+00,2.94E+00,3.49E-01,0.45683408
5.96E+02,1.03E+00,2.95E+00,3.50E-01,0.456187183
5.97E+02,1.04E+00,2.96E+00,3.50E-01,0.455462459
5.97E+02,1.04E+00,2.96E+00,3.51E-01,0.454740565
